"","date","source","Pras","Lut","Fuco","Perid","Allo","But_fuco","Hex_fuco","Zea","Tot_Chl_b","DP","Tot_Chl_a","TChl","Chl_c1c2","Chl_c3","DP2","micro","nano","pico","time_month"
"11",1996-10-09,"BBRS",0.0113710007823118,NA,0.049815559383618,0.00910624839590596,NA,0.0118615612116963,0.0386359861547232,0.0229167187024399,0.00955661925439806,NA,0.298575336589526,NA,0.0152253040942007,NA,NA,NA,NA,NA,"10-1996"
"12",1996-11-10,"BBRS",0.0260782530739936,NA,0.130467016099394,0.00824779886884349,0.004,0.0100057586884797,0.0403053755877982,0.0144239834719594,0.0336357260006136,NA,0.396859256180502,NA,0.01667210705368,0.00886486904266133,0.299054440689191,0.654021015887505,0.190901169719815,0.155077814392679,"11-1996"
"13",1996-12-11,"BBRS",0.00886518697424328,0.0025,0.0134517970580238,0.00445174589837463,0.0022130834799647,0.008508032827055,0.0326834403603464,0.0176086207449825,0.0815582222677724,NA,0.184717333298802,NA,0.00791457772336854,0.00252522486326748,0.168574844734745,0.149749481354965,0.271770268613781,0.578480250031254,"12-1996"
"14",1997-01-07,"BBRS",0.0689428322151539,NA,0.458316222523555,0.02969956959849,NA,0.00609697349313407,0.0220659755610868,0.0160339055261746,0.0550990108614022,NA,1.07851213247592,NA,0.164297813858195,0.015150431682731,NA,NA,NA,NA,"01-1997"
"15",1997-03-13,"BBRS",0.0180423975910799,NA,0.316868425377859,NA,NA,NA,NA,NA,0.912040469553098,NA,0.527424115597578,NA,0.320520385891999,NA,NA,NA,NA,NA,"03-1997"
"16",1997-04-15,"BBRS",0.0299406917063064,NA,0.260326270932551,0.040127388315629,NA,0.00760158422322649,0.0543897857861923,0.028303744129616,0.089324867829767,NA,0.631539441739356,NA,0.215999568654811,0.0122644415171591,NA,NA,NA,NA,"04-1997"
"17",1997-05-10,"BBRS",0.00918516776750765,NA,0.1224528020833,0.0114306647908294,NA,0.00507989233459186,0.0165733068169581,0.00909343637978504,0.0484171468833712,NA,0.277538390224285,NA,0.100673887945185,0.010707537904974,NA,NA,NA,NA,"05-1997"
"18",1997-06-17,"BBRS",0.00681655963625348,NA,0.0279114179791084,0.00544057373035833,NA,0.0111141168477835,0.042123415756223,0.0124180533990512,0.241035813092319,NA,0.214887351641543,NA,0.0451471642280368,0.00714561377575742,NA,NA,NA,NA,"06-1997"
"19",1997-08-17,"BBRS",0.0107047355234056,NA,0.0285889839760482,0.00826501028913288,NA,0.0152726865974515,0.0501363780727302,0.0244833581232033,0.232894705841528,NA,0.242221199464832,NA,0.0576949848445292,0.0065631078481457,NA,NA,NA,NA,"08-1997"
"20",1997-09-17,"BBRS",0.00322727272727273,NA,0.012996727878749,0.00557029960775187,0.00346341463414634,0.00915744097840956,0.0343422531262136,0.0290096811900032,0.145971047332042,NA,0.164964372170956,NA,0.030602957532162,0.00398205338656855,0.247456406977954,0.105794426887878,0.1976017319187,0.696603841193422,"09-1997"
