Cruise_ID1,Cruise_ID2,Cruise_number,leg,cast,Date,Analyzed_by,lon_n,lat_n,lon,lat,year,month,day,depth_bottom,Date_time_local,time_start_local,time_end_local,time_start_UTC,time_end_UTC,Date_time_UTC,sample_number,depth,Tot_Chl_a,Tot_Chl_b,Tot_Chl_c,alpha_beta_Car,alpha_Car,beta_Car,But_fuco,Hex_fuco,Allo,Diadino,Diato,Fuco,Perid,Zea,MV_Chl_a,DV_Chl_a,Chlide_a,Chl_a_allom,Chl_a_prime,MV_Chl_b,DV_Chl_b,Chl_c1,Chl_c2,Chl_c1c2,Chl_c3,Lut,Neo,Viola,Phytin_a,Phide_a,Pras,Anth,Gyro,TChl,PPC,PSC,PSP,Tcar,Tacc,Tpg,DP,Tacc_TChla,PSC_Tcar,PPC_Tcar,TChl_Tcar,PPC_Tpg,PSP_Tpg,TChla_Tpg,mPF,nPF,pPF,Fluor_Chl_a,Fluor_Phaeo,Comments
93HG_185,CAR-185,185,1,4,20111004,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4038,10.3002,2011,10,4,1380,2011-10-04T04:22:00,04:22,04:42,08:51,09:11,2011-10-04T08:52:00,C185_1_4_9,35,0.314,0.119,0.06,0.026,nd,nd,0.016,0.066,0.003,0.006,-9999.0,0.01,0.008,0.034,0.236,0.078,-9999.0,nd,nd,0.072,0.047,nd,nd,0.028,0.032,-9999.0,0.004,-9999.0,0.005,0.008,0.012,nd,-9999.0,0.493,0.069,0.1,0.593,0.169,0.348,0.662,0.256,1.11,0.59,0.41,2.92,0.1,0.9,0.47,nd,nd,nd,0.23,0.34,None
93HG_185,CAR-185,185,1,4,20111004,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4038,10.3002,2011,10,4,1380,2011-10-04T04:22:00,04:22,04:42,08:51,09:11,2011-10-04T08:52:00,C185_1_4_8,43,0.487,0.221,0.122,0.024,nd,nd,0.03,0.134,0.006,0.009,-9999.0,0.023,0.009,0.021,0.419,0.068,-9999.0,nd,nd,0.157,0.064,nd,nd,0.049,0.073,-9999.0,0.007,0.003,0.006,-9999.0,0.02,nd,-9999.0,0.829,0.06,0.196,1.025,0.256,0.599,1.085,0.444,1.23,0.77,0.23,3.24,0.06,0.94,0.45,nd,nd,nd,0.397,0.533,None
93HG_185,CAR-185,185,1,4,20111004,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4038,10.3002,2011,10,4,1380,2011-10-04T04:22:00,04:22,04:42,08:51,09:11,2011-10-04T08:52:00,C185_1_4_10,55,0.391,0.251,0.108,0.036,nd,nd,0.04,0.097,0.004,0.009,-9999.0,0.03,0.006,0.027,0.288,0.103,-9999.0,nd,nd,0.078,0.173,nd,nd,0.043,0.065,-9999.0,0.004,-9999.0,0.006,0.009,0.01,nd,-9999.0,0.75,0.076,0.173,0.923,0.249,0.608,0.999,0.455,1.55,0.69,0.31,3.01,0.08,0.92,0.39,nd,nd,nd,0.22,0.64,None
93HG_185,CAR-185,185,1,4,20111004,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4038,10.3002,2011,10,4,1380,2011-10-04T04:22:00,04:22,04:42,08:51,09:11,2011-10-04T08:52:00,C185_1_4_11,75,0.15,0.134,0.043,0.018,nd,nd,0.014,0.032,-9999.0,0.003,-9999.0,0.015,-9999.0,0.007,0.106,0.044,-9999.0,nd,nd,0.021,0.113,nd,nd,0.018,0.025,-9999.0,-9999.0,-9999.0,0.004,-9999.0,-9999.0,nd,-9999.0,0.327,0.028,0.061,0.388,0.089,0.266,0.416,0.202,1.77,0.69,0.31,3.67,0.07,0.93,0.36,nd,nd,nd,0.08,0.4,None
93HG_185,CAR-185,185,1,4,20111004,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4038,10.3002,2011,10,4,1380,2011-10-04T04:22:00,04:22,04:42,08:51,09:11,2011-10-04T08:52:00,C185_1_4_12,100,0.076,0.066,0.021,0.009,nd,nd,0.01,0.017,-9999.0,0.002,-9999.0,0.006,-9999.0,0.003,0.057,0.019,-9999.0,nd,nd,0.01,0.056,nd,nd,0.009,0.012,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.163,0.014,0.033,0.196,0.047,0.134,0.21,0.102,1.76,0.7,0.3,3.47,0.07,0.93,0.36,nd,nd,nd,0.06,0.22,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_1,1,0.113,0.011,0.011,0.011,nd,nd,-9999.0,0.01,-9999.0,0.002,-9999.0,0.006,0.004,0.056,0.06,0.053,-9999.0,nd,nd,0.004,0.007,nd,nd,0.007,0.004,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.135,0.069,0.02,0.155,0.089,0.111,0.224,0.087,0.98,0.22,0.78,1.52,0.31,0.69,0.5,nd,nd,nd,0.09,0.07,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_1,1,0.111,0.012,0.012,0.011,nd,nd,-9999.0,0.011,-9999.0,0.002,-9999.0,0.006,0.005,0.055,0.057,0.054,-9999.0,nd,nd,0.005,0.007,nd,nd,0.008,0.004,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.135,0.068,0.022,0.157,0.09,0.114,0.225,0.089,1.03,0.24,0.76,1.5,0.3,0.7,0.49,nd,nd,nd,0.09,0.07,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_3,7,0.108,0.012,0.009,0.01,nd,nd,-9999.0,0.01,-9999.0,0.002,-9999.0,0.006,-9999.0,0.054,0.056,0.052,-9999.0,nd,nd,0.005,0.007,nd,nd,0.006,0.003,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.129,0.066,0.016,0.145,0.082,0.103,0.211,0.082,0.95,0.2,0.8,1.57,0.31,0.69,0.51,nd,nd,nd,0.09,0.06,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_5,15,0.144,0.02,0.016,0.011,nd,nd,0.003,0.015,-9999.0,0.003,-9999.0,0.007,0.007,0.055,0.078,0.066,-9999.0,nd,nd,0.01,0.01,nd,nd,0.011,0.005,-9999.0,-9999.0,0.003,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.18,0.069,0.032,0.212,0.101,0.137,0.281,0.107,0.95,0.32,0.68,1.78,0.25,0.75,0.51,nd,nd,nd,0.1,0.11,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_7,25,0.138,0.028,0.02,0.016,nd,nd,0.005,0.022,-9999.0,0.003,-9999.0,0.005,0.005,0.053,0.07,0.068,-9999.0,nd,nd,0.011,0.017,nd,nd,0.011,0.009,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.186,0.072,0.037,0.223,0.109,0.157,0.295,0.118,1.14,0.34,0.66,1.71,0.24,0.76,0.47,nd,nd,nd,0.11,0.1,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_9,35,0.185,0.053,0.026,0.02,nd,nd,0.007,0.031,-9999.0,0.003,-9999.0,0.005,0.007,0.051,0.1,0.085,-9999.0,nd,nd,0.018,0.035,nd,nd,0.014,0.012,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.264,0.074,0.05,0.314,0.124,0.203,0.388,0.154,1.1,0.4,0.6,2.13,0.19,0.81,0.48,nd,nd,nd,0.13,0.16,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_10,55,0.491,0.223,0.135,0.029,nd,nd,0.049,0.098,0.009,0.01,-9999.0,0.067,0.005,0.018,0.4,0.091,-9999.0,nd,nd,0.1,0.123,nd,nd,0.056,0.079,-9999.0,0.005,-9999.0,0.008,0.014,0.012,nd,-9999.0,0.849,0.066,0.219,1.068,0.285,0.643,1.134,0.469,1.31,0.77,0.23,2.98,0.06,0.94,0.43,nd,nd,nd,0.24,0.42,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_11,75,0.314,0.187,0.093,0.027,nd,nd,0.043,0.079,0.003,0.007,-9999.0,0.037,-9999.0,0.016,0.242,0.072,-9999.0,nd,nd,0.048,0.139,nd,nd,0.036,0.057,-9999.0,-9999.0,-9999.0,0.005,0.005,0.005,nd,-9999.0,0.593,0.053,0.159,0.752,0.212,0.492,0.805,0.365,1.57,0.75,0.25,2.8,0.07,0.93,0.39,nd,nd,nd,0.16,0.32,None
93HG_186,CAR-186,186,3,4,20111118,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.4029,10.3004,2011,11,18,1380,2011-11-18T04:12:00,04:12,04:39,08:41,09:08,2011-11-18T08:42:00,C186_3_4_12,100,0.032,0.026,0.012,0.004,nd,nd,0.005,0.007,-9999.0,-9999.0,-9999.0,0.008,-9999.0,0.002,0.026,0.006,-9999.0,nd,nd,0.005,0.021,nd,nd,0.004,0.008,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.071,0.006,0.02,0.091,0.026,0.064,0.097,0.048,1.94,0.77,0.23,2.73,0.06,0.94,0.34,nd,nd,nd,0.02,0.09,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_1,1,2.778,0.025,0.666,0.065,nd,nd,0.02,0.028,0.007,0.093,0.005,1.235,0.01,0.013,2.587,-9999.0,0.191,nd,nd,0.025,-9999.0,nd,nd,0.42,0.246,-9999.0,-9999.0,0.004,0.126,0.391,0.003,nd,-9999.0,3.469,0.183,1.293,4.762,1.476,2.167,4.945,1.338,0.78,0.88,0.12,2.35,0.04,0.96,0.56,nd,nd,nd,2.89,2.04,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_1,1,2.736,0.027,0.565,0.064,nd,nd,0.02,0.028,0.007,0.092,0.004,1.223,0.011,0.012,2.557,-9999.0,0.179,nd,nd,0.027,-9999.0,nd,nd,0.388,0.177,-9999.0,-9999.0,0.003,0.126,0.385,0.003,nd,-9999.0,3.328,0.179,1.282,4.61,1.461,2.053,4.789,1.328,0.75,0.88,0.12,2.28,0.04,0.96,0.57,nd,nd,nd,2.89,2.04,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_1,1,2.708,0.023,0.716,0.068,nd,nd,0.023,0.033,0.008,0.1,0.005,1.351,0.012,0.014,2.276,-9999.0,0.432,nd,nd,0.023,-9999.0,nd,nd,0.452,0.264,-9999.0,-9999.0,0.004,0.129,0.552,0.005,nd,-9999.0,3.447,0.195,1.419,4.866,1.614,2.353,5.061,1.464,0.87,0.88,0.12,2.14,0.04,0.96,0.54,nd,nd,nd,2.89,2.04,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_3,7,2.717,0.024,0.722,0.067,nd,nd,0.021,0.033,0.011,0.095,0.004,1.319,0.012,0.014,2.383,-9999.0,0.334,nd,nd,0.024,-9999.0,nd,nd,0.457,0.265,-9999.0,-9999.0,0.004,0.137,0.574,0.004,nd,-9999.0,3.463,0.191,1.385,4.848,1.576,2.322,5.039,1.434,0.85,0.88,0.12,2.2,0.04,0.96,0.54,nd,nd,nd,3.17,2.03,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_5,15,2.684,0.022,0.725,0.066,nd,nd,0.022,0.031,0.028,0.092,0.004,1.267,0.014,0.011,2.192,-9999.0,0.492,nd,nd,0.022,-9999.0,nd,nd,0.461,0.264,-9999.0,-9999.0,0.004,0.134,0.582,0.003,nd,-9999.0,3.431,0.201,1.334,4.765,1.535,2.282,4.966,1.395,0.85,0.87,0.13,2.24,0.04,0.96,0.54,nd,nd,nd,3.15,1.98,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_8,20,3.09,0.027,0.747,0.081,nd,nd,0.025,0.035,0.036,0.1,0.005,1.407,0.013,0.015,2.691,-9999.0,0.399,nd,nd,0.027,-9999.0,nd,nd,0.482,0.265,-9999.0,-9999.0,0.004,0.138,0.503,0.004,nd,-9999.0,3.864,0.237,1.48,5.344,1.717,2.491,5.581,1.558,0.81,0.86,0.14,2.25,0.04,0.96,0.55,nd,nd,nd,3.3,2.005,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_7,25,2.901,0.025,0.63,0.075,nd,nd,0.02,0.027,0.077,0.08,0.004,1.199,0.011,0.011,2.613,-9999.0,0.288,nd,nd,0.025,-9999.0,nd,nd,0.409,0.221,-9999.0,-9999.0,0.004,0.135,0.461,0.003,nd,-9999.0,3.556,0.247,1.257,4.813,1.504,2.159,5.06,1.37,0.74,0.84,0.16,2.36,0.05,0.95,0.57,nd,nd,nd,3.03,1.95,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_9,35,0.145,0.049,0.038,0.009,nd,nd,0.006,0.016,0.002,0.004,-9999.0,0.045,0.003,0.003,0.125,0.016,0.004,nd,nd,0.009,0.04,nd,nd,0.018,0.02,-9999.0,-9999.0,-9999.0,0.019,0.077,-9999.0,nd,-9999.0,0.232,0.018,0.07,0.302,0.088,0.175,0.32,0.124,1.21,0.8,0.2,2.64,0.06,0.94,0.45,nd,nd,nd,0.45,0.63,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_10,55,0.127,0.036,0.032,0.006,nd,nd,0.006,0.012,-9999.0,0.003,-9999.0,0.046,-9999.0,0.002,0.115,0.01,0.002,nd,nd,0.01,0.026,nd,nd,0.013,0.019,-9999.0,-9999.0,-9999.0,0.008,0.037,-9999.0,nd,-9999.0,0.195,0.011,0.064,0.259,0.075,0.143,0.27,0.102,1.13,0.85,0.15,2.6,0.04,0.96,0.47,nd,nd,nd,0.17,0.31,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_11,75,0.066,0.025,0.018,0.004,nd,nd,0.005,0.008,-9999.0,0.002,-9999.0,0.024,-9999.0,0.002,0.059,0.005,0.002,nd,nd,0.008,0.017,nd,nd,0.007,0.011,-9999.0,-9999.0,-9999.0,0.005,0.019,-9999.0,nd,-9999.0,0.109,0.008,0.037,0.146,0.045,0.088,0.154,0.064,1.33,0.82,0.18,2.42,0.05,0.95,0.43,nd,nd,nd,0.08,0.16,None
93HG_187,CAR-187,187,1,4,20120110,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.6788,10.4942,2012,1,10,1380,2012-01-10T04:28:00,04:28,05:02,08:57,09:31,2012-01-10T08:58:00,C187_1_4_12,100,0.029,-9999.0,0.009,-9999.0,nd,nd,0.002,-9999.0,-9999.0,0.001,-9999.0,0.015,-9999.0,-9999.0,0.029,-9999.0,-9999.0,nd,nd,-9999.0,-9999.0,nd,nd,0.005,0.004,-9999.0,-9999.0,-9999.0,0.004,0.017,-9999.0,nd,-9999.0,0.038,0.001,0.017,0.055,0.018,0.027,0.056,0.017,0.93,0.94,0.06,2.11,0.02,0.98,0.52,nd,nd,nd,0.06,0.1,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_1,1,0.495,0.02,0.162,0.012,nd,nd,0.011,0.043,0.003,0.022,0.001,0.223,0.006,-9999.0,0.436,-9999.0,0.059,nd,nd,0.02,-9999.0,nd,nd,0.101,0.061,-9999.0,-9999.0,-9999.0,0.014,0.114,-9999.0,nd,-9999.0,0.677,0.038,0.283,0.96,0.321,0.503,0.998,0.306,1.02,0.88,0.12,2.11,0.04,0.96,0.5,nd,nd,nd,0.6,0.5,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_1,1,0.578,0.014,0.174,0.011,nd,nd,0.01,0.038,0.003,0.025,-9999.0,0.274,-9999.0,-9999.0,0.492,-9999.0,0.086,nd,nd,0.014,-9999.0,nd,nd,0.108,0.066,-9999.0,-9999.0,-9999.0,0.018,0.126,-9999.0,nd,-9999.0,0.766,0.039,0.322,1.088,0.361,0.549,1.127,0.339,0.95,0.89,0.11,2.12,0.03,0.97,0.51,nd,nd,nd,0.6,0.5,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_3,7,0.472,0.019,0.156,0.011,nd,nd,0.009,0.044,0.003,0.021,0.001,0.218,0.009,0.002,0.391,-9999.0,0.081,nd,nd,0.019,-9999.0,nd,nd,0.096,0.06,-9999.0,-9999.0,0.001,0.013,0.131,0.003,nd,-9999.0,0.647,0.038,0.28,0.927,0.318,0.493,0.965,0.304,1.04,0.88,0.12,2.03,0.04,0.96,0.49,nd,nd,nd,0.53,0.49,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_6,15,0.516,0.022,0.162,0.013,nd,nd,0.011,0.046,0.003,0.022,-9999.0,0.243,0.007,0.001,0.454,-9999.0,0.062,nd,nd,0.022,-9999.0,nd,nd,0.099,0.063,-9999.0,-9999.0,-9999.0,0.02,0.136,0.004,nd,-9999.0,0.7,0.039,0.307,1.007,0.346,0.53,1.046,0.333,1.03,0.89,0.11,2.02,0.04,0.96,0.49,nd,nd,nd,0.56,0.51,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_8,20,0.832,0.029,0.222,0.016,nd,nd,0.012,0.042,0.009,0.024,-9999.0,0.358,0.013,-9999.0,0.77,-9999.0,0.062,nd,nd,0.029,-9999.0,nd,nd,0.112,0.11,-9999.0,-9999.0,-9999.0,0.017,0.133,0.004,nd,-9999.0,1.083,0.049,0.425,1.508,0.474,0.725,1.557,0.463,0.87,0.9,0.1,2.28,0.03,0.97,0.53,nd,nd,nd,1.017,0.713,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_7,25,0.578,0.019,0.171,0.013,nd,nd,0.011,0.044,0.005,0.021,-9999.0,0.263,0.01,0.001,0.467,-9999.0,0.111,nd,nd,0.019,-9999.0,nd,nd,0.099,0.072,-9999.0,-9999.0,-9999.0,0.015,0.135,0.004,nd,-9999.0,0.768,0.04,0.328,1.096,0.368,0.558,1.136,0.353,0.97,0.89,0.11,2.09,0.04,0.96,0.51,nd,nd,nd,0.7,0.55,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_9,35,0.586,0.028,0.145,0.011,nd,nd,0.009,0.029,0.008,0.016,-9999.0,0.219,0.01,-9999.0,0.526,-9999.0,0.06,nd,nd,0.028,-9999.0,nd,nd,0.063,0.082,-9999.0,-9999.0,-9999.0,0.013,0.093,0.003,nd,-9999.0,0.759,0.035,0.267,1.026,0.302,0.475,1.061,0.303,0.81,0.88,0.12,2.51,0.03,0.97,0.55,nd,nd,nd,0.75,0.58,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_10,55,0.087,0.003,0.021,0.002,nd,nd,0.003,0.003,-9999.0,0.003,-9999.0,0.034,-9999.0,-9999.0,0.082,-9999.0,0.005,nd,nd,0.003,-9999.0,nd,nd,0.009,0.012,-9999.0,-9999.0,-9999.0,0.009,0.021,0.006,nd,-9999.0,0.111,0.005,0.04,0.151,0.045,0.069,0.156,0.043,0.79,0.89,0.11,2.47,0.03,0.97,0.56,nd,nd,nd,0.12,0.16,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_11,75,0.154,-9999.0,0.035,0.003,nd,nd,0.002,-9999.0,-9999.0,0.004,-9999.0,0.055,-9999.0,-9999.0,0.134,-9999.0,0.02,nd,nd,-9999.0,-9999.0,nd,nd,0.016,0.019,-9999.0,-9999.0,-9999.0,0.018,0.032,0.002,nd,-9999.0,0.189,0.007,0.057,0.246,0.064,0.099,0.253,0.057,0.64,0.89,0.11,2.95,0.03,0.97,0.61,nd,nd,nd,0.16,0.16,None
93HG_188,CAR-188,188,1,4,20120207,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.674,10.4955,2012,2,7,1380,2012-02-07T04:39:00,04:39,04:58,09:08,09:27,2012-02-07T09:09:00,C188_1_4_12,100,0.078,-9999.0,0.016,0.002,nd,nd,0.006,-9999.0,-9999.0,0.002,-9999.0,0.027,-9999.0,-9999.0,0.073,-9999.0,0.005,nd,nd,-9999.0,-9999.0,nd,nd,0.007,0.009,-9999.0,-9999.0,-9999.0,0.011,0.044,0.002,nd,-9999.0,0.094,0.004,0.033,0.127,0.037,0.053,0.131,0.033,0.68,0.89,0.11,2.54,0.03,0.97,0.6,nd,nd,nd,0.12,0.18,None
93HG_189,CAR-189,189,1,4,20120316,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.679,10.496,2012,3,16,1380,2012-03-16T04:30:00,04:30,04:55,08:59,09:24,2012-03-16T09:00:00,C189_1_4_1,1,8.541,0.062,1.674,0.179,nd,nd,0.021,0.048,0.029,0.175,0.016,3.884,0.009,-9999.0,8.277,-9999.0,0.264,nd,nd,0.062,-9999.0,nd,nd,1.328,0.346,-9999.0,-9999.0,0.017,0.153,0.655,-9999.0,nd,-9999.0,10.277,0.399,3.962,14.239,4.361,6.097,14.638,4.053,0.71,0.91,0.09,2.36,0.03,0.97,0.58,nd,nd,nd,4.48,2.21,None
93HG_189,CAR-189,189,1,4,20120316,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.679,10.496,2012,3,16,1380,2012-03-16T04:30:00,04:30,04:55,08:59,09:24,2012-03-16T09:00:00,C189_1_4_1,1,8.351,0.066,1.635,0.177,nd,nd,0.021,0.046,0.03,0.176,0.017,3.797,0.008,-9999.0,8.144,-9999.0,0.207,nd,nd,0.066,-9999.0,nd,nd,1.301,0.334,-9999.0,-9999.0,0.018,0.119,0.588,-9999.0,nd,-9999.0,10.052,0.4,3.872,13.924,4.272,5.973,14.324,3.968,0.72,0.91,0.09,2.35,0.03,0.97,0.58,nd,nd,nd,4.48,2.21,None
93HG_189,CAR-189,189,1,4,20120316,NASA Goddard Space Flight Center (GSFC; Crystal Thomas),-64.67,10.50,-64.679,10.496,2012,3,16,1380,2012-03-16T04:30:00,04:30,04:55,08:59,09:24,2012-03-16T09:00:00,C189_1_4_3,7,8.684,0.06,1.692,0.183,nd,nd,0.021,0.048,0.031,0.19,0.019,3.939,0.006,-9999.0,8.257,-9999.0,0.427,nd,nd,0.06,-9999.0,nd,nd,1.354,0.338,-9999.0,-9999.0,0.017,0.115,0.632,-9999.0,nd,-9999.0,10.436,0.423,4.014,14.45,4.437,6.189,14.873,4.105,0.71,0.9,0.1,2.35,0.03,0.97,0.58,nd,nd,nd,4.9,2.09,None
