"","Pras","date","Lut","Fuco","Perid","Allo","But_fuco","Hex_fuco","Zea","Tot_Chl_b","DP","Tot_Chl_a","TChl","Chl_c1c2","Chl_c3","source","DP2","micro","nano","pico","micro_abs","nano_abs","pico_abs","time_month","size_centroid","size_shannon","nbss_slope"
"12",NA,1996-12-11,NA,1.34517970580238,0.20394796169565,0.181915541142914,0.8508032827055,3.26834403603464,1.76086207449825,8.15582222677724,NA,18.4717333298802,NA,0.791457772336854,NA,"BBRS",16.4937192436824,0.132430410564243,0.276331088947232,0.591238500488525,2.44621922870925,5.10431418578866,10.9211999153822,"12-1996",0.3405324595293,0.933856044021458,-0.32488749069653
"13",NA,1997-01-07,NA,45.8316222523555,1.67173494346851,0.0865408451129314,0.609697349313407,2.20659755610868,1.60339055261746,5.50990108614022,NA,107.851213247592,NA,16.4297813858195,NA,"BBRS",76.99134709395,0.869964433332732,0.0398447045203932,0.0901908621468749,93.8267196171887,4.29729972401621,9.72719390638674,"01-1997",1.57911412063944,0.466582387256006,0.492169479669048
"14",1.44192251055487,1997-02-18,NA,16.2394322142673,0.723566711548603,0.0417565401792546,0.365530346055924,1.29639014832018,0.754435165031546,6.74507088350998,NA,33.8561659909247,NA,7.15891283470403,NA,"BBRS",33.1785693532664,0.720881850894085,0.0542339548892155,0.2248841942167,24.4062956037152,1.8361537790736,7.61371660813593,"02-1997",1.29533820613097,0.729557656485976,0.252952579620475
"15",1.80423975910799,1997-03-13,NA,31.6868425377859,0.19761077146486,0,NA,NA,NA,91.2040469553098,NA,52.7424115597578,NA,NA,NA,"BBRS",NA,NA,NA,NA,NA,NA,NA,"03-1997",NA,NA,NA
"16",NA,1997-04-15,NA,26.0326270932551,1.73143553127729,0,NA,NA,NA,8.9324867829767,NA,63.1539441739356,NA,NA,NA,"BBRS",NA,NA,NA,NA,NA,NA,NA,"04-1997",NA,NA,NA
"17",NA,1997-05-10,NA,12.24528020833,0.683517644779126,0.0384204513036816,0.507989233459186,1.65733068169581,NA,4.84171468833712,NA,27.7538390224285,NA,10.0673887945185,NA,"BBRS",NA,NA,NA,NA,NA,NA,NA,"05-1997",NA,NA,NA
"18",NA,1997-06-17,NA,2.79114179791084,0.340735399731497,0,1.11141168477835,4.2123415756223,1.24180533990512,24.1035813092319,NA,21.4887351641543,NA,NA,NA,"BBRS",35.5671844540311,0.124157897693114,0.161347263743345,0.714494838563541,2.66799618206549,3.46714862004169,15.3535903620471,"06-1997",0.209003608583154,0.793545955683626,-0.380012372783274
"19",NA,1997-07-12,NA,11.4769941586795,0.816449019370934,0.0197762842040333,0.916553718851483,2.88232500946837,NA,5.24442480139568,NA,18.7578526102492,NA,NA,1.2394782250575,"BBRS",NA,NA,NA,NA,NA,NA,NA,"07-1997",NA,NA,NA
"20",NA,1997-08-17,NA,2.85889839760482,0.514795229180279,0,1.52726865974515,5.01363780727302,NA,23.2894705841528,NA,24.2221199464832,NA,NA,NA,"BBRS",NA,NA,NA,NA,NA,NA,NA,"08-1997",NA,NA,NA
"21",NA,1997-09-17,NA,1.2996727878749,0.557029960775187,0.15122217710119,0.915744097840956,3.43422531262136,NA,NA,NA,16.4964372170956,NA,3.0602957532162,0.398205338656855,"BBRS",NA,NA,NA,NA,NA,NA,NA,"09-1997",NA,NA,NA
"22",NA,1997-10-14,NA,1.8230674614579,0.489003169587402,0.14959178691055,0.822233473998445,2.7824787297865,NA,18.9504755731442,NA,17.0399178163849,NA,NA,NA,"BBRS",NA,NA,NA,NA,NA,NA,NA,"10-1997",NA,NA,NA
"23",NA,1997-11-13,NA,1.5681720725434,0.547672831508773,0.0725805537692316,NA,3.12489097547683,NA,27.2667023070171,NA,16.4114877834875,NA,NA,NA,"BBRS",NA,NA,NA,NA,NA,NA,NA,"11-1997",NA,NA,NA
"24",1.31703711264378,1997-12-17,NA,8.26678354626585,0.67963586854184,0.136827415808494,1.10648664161149,5.78284310707892,NA,14.347518660594,NA,29.9255611695976,NA,6.40118001269477,0.948434626461961,"BBRS",NA,NA,NA,NA,NA,NA,NA,"12-1997",NA,NA,NA
"25",NA,1998-01-14,NA,4.58335231557485,1.48223527035745,0.265382285583207,1.45411542110622,5.08864208428405,NA,5.89320302267704,NA,29.8476648956299,NA,8.41448629062409,0.984551466846374,"BBRS",NA,NA,NA,NA,NA,NA,NA,"01-1998",NA,NA,NA
"26",0.406109228159907,1998-02-11,NA,6.17850868091711,0.769674475715744,0.0844845348921887,0.851585181936071,2.96069244331847,0.544628095146409,5.55851929212611,NA,23.5466270414945,NA,6.2556296839382,0.734362477895325,"BBRS",19.988247835353,0.490134919856486,0.205562036826468,0.304303043317047,11.5410241578735,4.8402926150428,7.16531026857826,"02-1998",0.985172425993021,1.03674224811253,0.103504674681758
"27",3.0993074495926,1998-03-12,NA,40.4836910612118,1.46953831074821,0.0413151429428107,0.415945905705664,1.61401114602928,NA,15.6808484295745,NA,83.025946900303,NA,19.0330722932319,NA,"BBRS",NA,NA,NA,NA,NA,NA,NA,"03-1998",NA,NA,NA
"28",0.65545948093001,1998-04-21,NA,2.56273671488601,0.581193240801116,0.136168759182575,1.12389712035206,5.61301514440767,1.41284223013637,5.59337566153292,NA,26.2201354837424,NA,3.84136564167449,0.690668992590292,"BBRS",18.9008894546149,0.234536117898753,0.402287654202115,0.363176227899133,6.14956878713628,10.5480367966164,9.52252989998977,"04-1998",0.670700439453202,1.07427905201856,-0.0949538406158044
