Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
15,93HG_015,CAR-015,1,7,1,1997,10.5,-64.667,3,300,303.197,0,0,0,0,0.01,0,2.68,0,44.09,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.3571,0,17.6575,0,26.3977,0,nd,0,nd,0,78.985,0,12.07,0,7.63456,0,77.0811,0,11.7791,0,nd,0,nd,0,118.7,1,nd,0,nd,0,nd,0,nd,0,1.3287,4.7357,0.3946,nd,1997-01-07T17:44:00,1997-01-07T18:26:00,nd,nd,1997-01-07T21:44:00,1997-01-07T22:26:00,nd,nd
15,93HG_015,CAR-015,1,7,1,1997,10.5,-64.667,3,350,353,0,0,0,0,0.01,0,2.81,0,48.1,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6358,0,0.002425,0,2425,0,2305.6,0,928.7,0,7.64095,0,2303.56,0,917.836,0,36.341,0,nd,0,nd,0,nd,0,nd,0,nd,0,73.66,0,11.23,0,7.65242,0,71.8845,0,10.9593,0,nd,0,nd,0,151.3,1,nd,0,nd,0,nd,0,nd,0,1.2528,4.4651,0.3721,nd,1997-01-07T17:44:00,1997-01-07T18:26:00,nd,nd,1997-01-07T21:44:00,1997-01-07T22:26:00,nd,nd
15,93HG_015,CAR-015,1,7,1,1997,10.5,-64.667,2,400,406.689,0,0,0,0,0.01,0,3.07,0,53.44,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6297,0,0.002422,0,2422,0,2304.9,0,939.8,0,7.63449,0,2303,0,927.962,0,36.328,0,36.3145,0,17.4463,0,26.4171,0,nd,0,nd,0,71.6,0,7.86,0,10.6277,0,69.8741,0,7.67054,0,nd,0,nd,0,279.6,1,nd,0,nd,0,nd,0,nd,0,1.4426,5.1417,0.4285,nd,1997-01-07T20:12:00,1997-01-07T21:24:00,nd,nd,1997-01-08T00:12:00,1997-01-08T01:24:00,nd,nd
15,93HG_015,CAR-015,1,7,1,1997,10.5,-64.667,2,500,506.301,nd,0,nd,0,0.01,0,3.29,0,63.46,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6197,0,0.00244,0,2440,0,2326.2,0,964.1,0,7.62435,0,2324.34,0,952.615,0,36.274,0,36.2701,0,17.2448,0,26.4316,0,nd,0,nd,0,61.245,0,7.485,0,9.54609,0,59.7687,0,7.30458,0,nd,0,nd,0,120.2,1,nd,0,nd,0,nd,0,nd,0,1.4046,6.7543,0.5629,nd,1997-01-07T20:12:00,1997-01-07T21:24:00,nd,nd,1997-01-08T00:12:00,1997-01-08T01:24:00,nd,nd
15,93HG_015,CAR-015,1,7,1,1997,10.5,-64.667,2,750,753.712,nd,0,nd,0,0.01,0,3.58,0,74.82,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.604,0,0.00246114,0,2461.14,0,2352.7,0,1007.8,0,7.60845,0,2350.93,0,996.189,0,36.235,0,36.232,0,17.1006,0,26.4371,0,nd,0,nd,0,55.66,0,8.325,0,7.8002,0,54.3183,0,8.12433,0,nd,0,nd,0,122.1,1,nd,0,nd,0,nd,0,nd,0,1.0250,4.9288,0.4107,nd,1997-01-07T20:12:00,1997-01-07T21:24:00,nd,nd,1997-01-08T00:12:00,1997-01-08T01:24:00,nd,nd
15,93HG_015,CAR-015,1,7,1,1997,10.5,-64.667,2,1000,998.872,nd,0,nd,0,0.01,0,3.59,0,72.81,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.2267,0,17.1091,0,26.4313,0,nd,0,nd,0,72.745,0,9.45,0,8.98086,0,70.9915,0,9.22221,0,nd,0,nd,0,113,1,nd,0,nd,0,nd,0,nd,0,0.7213,3.4684,0.2890,nd,1997-01-07T20:12:00,1997-01-07T21:24:00,nd,nd,1997-01-08T00:12:00,1997-01-08T01:24:00,nd,nd
15,93HG_015,CAR-015,1,7,1,1997,10.5,-64.667,2,1310,1308.31,nd,0,nd,0,0.01,0,3.72,0,86.84,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.2224,0,17.1424,0,26.4193,0,nd,0,nd,0,59.32,0,8.045,0,8.60244,0,57.8901,0,7.85108,0,nd,0,nd,0,200.2,1,nd,0,nd,0,nd,0,nd,0,0.9491,4.5637,0.3803,nd,1997-01-07T20:12:00,1997-01-07T21:24:00,nd,nd,1997-01-08T00:12:00,1997-01-08T01:24:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,1,1.5,4.84468,0,211.064,0,0.35,0,0.12,0,1,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.0486,0,0.0024361,0,2436.1,0,2106.5,0,392.3,0,8.05554,0,2102.07,0,384.582,0,36.934,0,nd,0,23.92,0,25.132,0,nd,0,nd,0,173.225,0,25.105,0,8.05002,0,169.049,0,24.4999,0,nd,0,nd,0,2234.7,1,nd,0,10.343,0,1.188,0,0.81,0,nd,nd,nd,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,7,7.5,4.90868,0,213.827,0,1.11,0,0.09,0,1.34,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.051,0,0.00243706,0,2437.06,0,2106,0,388,0,8.05831,0,2101.33,0,379.938,0,36.914,0,nd,0,23.8,0,25.25,0,nd,0,nd,0,184.995,0,29.01,0,7.43976,0,180.536,0,28.3107,0,nd,0,nd,0,128.4,1,nd,0,5.84138,0,1.0141,0,0.65,0,14.2771,30.5217,2.5435,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,15,16,4.9,0,213.446,0,0.63,0,0.15,0,0.84,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.0475,0,0.0024303,0,2430.3,0,2102.2,0,384.5,0,8.05439,0,2097.78,0,377.017,0,36.9053,0,nd,0,23.4,0,25.264,0,nd,0,nd,0,237.89,0,37.565,0,7.38822,0,232.156,0,36.6595,0,nd,0,nd,0,134.5,1,nd,0,4.91438,0,1.24876,0,0.81,0,nd,nd,nd,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,25,26.5,4.58871,0,199.866,0,1.44,0,0.17,0,1.34,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.0174,0,0.00244299,0,2442.99,0,2132.6,0,414.8,0,8.02452,0,2128.18,0,406.498,0,36.894,0,nd,0,23.02,0,25.367,0,nd,0,nd,0,272.605,0,45.19,0,7.03782,0,266.034,0,44.1007,0,nd,0,nd,0,368.9,1,nd,0,0.802594,0,0.734381,0,0.49,0,18.9229,40.4533,3.3711,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,35,36.5,3.27973,0,142.8,0,13.48,0,0.335,0,2.84,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.9412,0,0.00241809,0,2418.09,0,2154.7,0,480.5,0,7.9471,0,2151.34,0,472.72,0,36.8717,0,nd,0,21.64,0,25.744,0,nd,0,nd,0,116.87,0,17.39,0,7.84062,0,114.053,0,16.9708,0,nd,0,nd,0,194.1,1,nd,0,0,0,0.264105,0,0.13,0,nd,nd,nd,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,55,56.5,3.07611,0,133.906,0,16.22,0,0.45,0,3.84,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.92,0,0.00240985,0,2409.85,0,2159.3,0,486.4,0,7.92621,0,2155.93,0,478.121,0,36.766,0,nd,0,20.56,0,25.96,0,nd,0,nd,0,90.945,0,12.275,0,8.64379,0,88.7528,0,11.9791,0,nd,0,nd,0,454,1,nd,0,0.133441,0,0.0938667,0,0.09,0,0.5099,1.0901,0.0908,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,75,76.5,3.01212,0,131.103,0,15.06,0,0.44,0,4.34,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.9147,0,0.00242374,0,2423.74,0,2175,0,488.4,0,7.9209,0,2171.56,0,480.119,0,36.793,0,nd,0,20.16,0,26.093,0,nd,0,nd,0,59.595,0,7.625,0,9.11836,0,58.1585,0,7.4412,0,nd,0,nd,0,104.3,1,nd,0,0.0954316,0,0.0929238,0,0.08,0,0.6799,1.4534,0.1211,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,1,100,102,2.97721,0,129.583,0,18.13,0,0.445,0,5.51,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.9044,0,0.0024093,0,2409.3,0,2167.8,0,492.3,0,7.91059,0,2164.47,0,483.985,0,36.677,0,nd,0,19.79,0,26.1,0,nd,0,nd,0,65.675,0,11.53,0,6.64535,0,64.0919,0,11.2521,0,nd,0,nd,0,312,1,nd,0,0,0,0.0592952,0,0.07,0,1.1331,2.4224,0.2019,4,1997-02-13T14:17:00,1997-02-13T14:42:00,1997-02-13T05:24:00,1997-02-13T05:54:00,1997-02-13T18:17:00,1997-02-13T18:42:00,1997-02-13T09:24:00,1997-02-13T09:54:00
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,3,130,133.325,2.97139,0,129.322,0,18.44,0,0.485,0,5.18,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.8966,0,0.00238581,0,2385.81,0,2150.3,0,490.2,0,7.90267,0,2147.15,0,482.113,0,36.6253,0,36.625,0,19.3988,0,26.1604,0,nd,0,nd,0,34.75,0,4.65,0,8.71864,0,33.9124,0,4.53791,0,nd,0,nd,0,92.5,1,nd,0,nd,0,nd,0,nd,0,1.1898,2.6831,0.2236,nd,1997-02-13T23:08:00,1997-02-13T00:10:00,nd,nd,1997-02-14T03:08:00,1997-02-13T04:10:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,3,160,165.54,1.62169,0,70.5727,0,18.27,0,0.93,0,14.53,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.7893,0,0.00239022,0,2390.22,0,2207.8,0,638.4,0,7.79479,0,2205.19,0,628.978,0,36.4973,0,36.5195,0,18.675,0,26.2664,0,nd,0,nd,0,24.585,0,2.325,0,12.3366,0,23.9924,0,2.26896,0,nd,0,nd,0,187.7,1,nd,0,nd,0,nd,0,nd,0,0.7932,1.7887,0.1491,nd,1997-02-13T23:08:00,1997-02-13T00:10:00,nd,nd,1997-02-14T03:08:00,1997-02-13T04:10:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,3,200,203.973,1.98239,1v,86.2665,1v,20.22,0,0.935,0,11.86,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.8107,0v,0.002391,0,2391,0,2198.5,0,596.5,0v,7.81623,0v,2195.87,0,587.753,0v,36.486,0,36.4776,0,18.4146,0,26.3003,0,nd,0,nd,0,28.31,0,2.045,0,16.1508,0,27.6276,0,1.99571,0,nd,0,nd,0,79.8,1,nd,0,nd,0,nd,0,nd,0,0.8498,1.9165,0.1597,nd,1997-02-13T23:08:00,1997-02-13T00:10:00,nd,nd,1997-02-14T03:08:00,1997-02-13T04:10:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,3,250,253.148,0.120731,0,5.25343,0,4.16,0,2.125,0,33.57,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6528,0,0.00240414,0,2404.14,0,2279.2,0,894.2,0,7.65767,0,2277.24,0,882.83,0,36.4053,0,36.4024,0,17.9106,0,26.3689,0,nd,0,nd,0,49.82,0,5.86,0,9.91866,0,48.6191,0,5.71875,0,nd,0,nd,0,104,1,nd,0,nd,0,nd,0,nd,0,2.1529,5.0279,0.4190,nd,1997-02-13T23:08:00,1997-02-13T00:10:00,nd,nd,1997-02-14T03:08:00,1997-02-13T04:10:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,3,260,264.68,0.149819,0,6.51913,0,1.91,0,2.105,0,32.73,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6473,0,0.0024362,0,2436.2,0,2312.6,0,917.8,0,7.65767,0,2308.34,0,893.009,0,36.397,0,36.3932,0,17.8576,0,26.375,0,nd,0,nd,0,42.63,0,6.135,0,8.10676,0,41.6024,0,5.98712,0,nd,0,nd,0,77.4,1,nd,0,nd,0,nd,0,nd,0,3.0594,7.1448,0.5954,nd,1997-02-13T23:08:00,1997-02-13T00:10:00,nd,nd,1997-02-14T03:08:00,1997-02-13T04:10:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,3,300,296.772,0,0,0,0,0.02,0,2.475,0,44.09,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6402,0,0.00242794,0,2427.94,0,2306.9,0,927.2,0,7.64518,0,2304.93,0,915.132,0,36.383,0,36.3729,0,17.7402,0,26.3884,0,nd,0,nd,0,46.78,0,6.045,0,9.0284,0,45.6524,0,5.89929,0,nd,0,nd,0,108.3,1,nd,0,nd,0,nd,0,nd,0,1.1331,2.6462,0.2205,nd,1997-02-13T23:08:00,1997-02-13T00:10:00,nd,nd,1997-02-14T03:08:00,1997-02-13T04:10:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,3,350,341.74,0.0800071,0,3.48127,0,0.02,0,2.715,0,45.42,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6269,0,0.00243504,0,2435.04,0,2319.1,0,957.3,0,7.63152,0,2317.22,0,945.928,0,36.3473,0,36.3466,0,17.5933,0,26.4044,0,nd,0,nd,0,34.39,0,3.07,0,13.0689,0,33.561,0,2.996,0,nd,0,nd,0,84.7,1,nd,0,nd,0,nd,0,nd,0,2.0396,4.7632,0.3969,nd,1997-02-13T23:08:00,1997-02-13T00:10:00,nd,nd,1997-02-14T03:08:00,1997-02-13T04:10:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,2,400,410.178,0,0,0,0,0.02,0,2.9,0,50.1,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6291,0,0.0024445,0,2444.5,0,2327.2,0,951.1,0,7.63376,0,2325.33,0,939.579,0,36.3237,0,36.3208,0,17.4725,0,26.4141,0,nd,0,nd,0,53.025,0,6.045,0,10.2337,0,51.7469,0,5.89929,0,nd,0,nd,0,359.6,1,nd,0,nd,0,nd,0,nd,0,2.0962,4.8955,0.4080,nd,1997-02-13T18:07:00,1997-02-13T18:50:00,nd,nd,1997-02-13T22:07:00,1997-02-13T22:50:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,2,500,512.98,nd,0,nd,0,0.02,0,3.505,0,66.8,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6172,0,0.00244404,0,2444.04,0,2330.8,0,971.9,0,7.62237,0,2328.77,0,959.001,0,36.2753,0,36.2723,0,17.2444,0,26.4324,0,nd,0,nd,0,50.605,0,5.95,0,9.92255,0,49.3852,0,5.80658,0,nd,0,nd,0,79.1,1,nd,0,nd,0,nd,0,nd,0,1.6997,5.3553,0.4463,nd,1997-02-13T18:07:00,1997-02-13T18:50:00,nd,nd,1997-02-13T22:07:00,1997-02-13T22:50:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,2,750,747.348,nd,0,nd,0,0.02,0,3.385,0,69.47,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6017,0,0.002457,0,2457,0,2349.8,0,1012.7,0,7.60638,0,2347.97,0,1000.56,0,36.241,0,36.2367,0,17.1145,0,26.4363,0,nd,0,nd,0,36.55,0,3.905,0,10.9198,0,35.669,0,3.81087,0,nd,0,nd,0,125.4,1,nd,0,nd,0,nd,0,nd,0,1.5297,4.8197,0.4016,nd,1997-02-13T18:07:00,1997-02-13T18:50:00,nd,nd,1997-02-13T22:07:00,1997-02-13T22:50:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,2,1000,989.376,nd,0,nd,0,0.02,0,3.465,0,74.15,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.5949,0,nd,0,nd,0,nd,0,nd,0,7.59955,0,nd,0,nd,0,36.267,1,36.2253,0,17.1062,0,26.4297,0,nd,0,nd,0,51.06,0,5.86,0,10.1655,0,49.8292,0,5.71875,0,nd,0,nd,0,215.3,1,nd,0,nd,0,nd,0,nd,0,1.7563,5.5338,0.4611,nd,1997-02-13T18:07:00,1997-02-13T18:50:00,nd,nd,1997-02-13T22:07:00,1997-02-13T22:50:00,nd,nd
16,93HG_016,CAR-016,1,13,2,1997,10.5,-64.667,2,1310,1291.13,nd,0,nd,0,0.02,0,3.6,0,81.5,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.587,0,nd,0,nd,0,nd,0,nd,0,7.59154,0,nd,0,nd,0,36.26,1,36.2204,0,17.1406,0,26.4176,0,nd,0,nd,0,49.365,0,6.045,0,9.5273,0,48.1751,0,5.89929,0,nd,0,nd,0,109.7,1,nd,0,nd,0,nd,0,nd,0,0.7365,2.3206,0.1934,nd,1997-02-13T18:07:00,1997-02-13T18:50:00,nd,nd,1997-02-13T22:07:00,1997-02-13T22:50:00,nd,nd
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,1,2.16,5.45885,0,237.755,0,0.48,0,0.065,0,0.5,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.0841,0,0.002423,0,2423,0,2073.2,0,332.6,0,8.09148,0,2068.4,0,325.641,0,36.757,0,36.7467,0,22.4647,0,25.4152,0,nd,0,nd,0,468.148,0,51.9738,0,10.5086,0,456.864,0,50.721,0,nd,0,nd,0,185.9,1,nd,0,12.0828,0,2,0,1.76,0,nd,nd,nd,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,7,7.41,5.53077,0,240.823,0,0.62,0,0.165,0,0.67,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.0766,0,0.00242495,0,2424.95,0,2079.8,0,327.4,0,8.08419,0,2074.76,0,320.3,0,36.743,0,36.7567,0,21.523,0,25.6888,0,nd,0,nd,0,593.026,0,62.6435,0,11.0445,0,578.731,0,61.1335,0,nd,0,nd,0,130.3,1,nd,0,5.55587,0,1.83,0,2.06,0,36.0245,117.5352,9.7946,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,15,15.517,3.95954,0,172.392,0,3.34,0,0.375,0,1.67,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.9679,0,0.002416,0,2416,0,2138.4,0,437.4,0,7.97506,0,2134.16,0,428.686,0,36.74,0,36.7488,0,21.1486,0,25.7866,0,nd,0,nd,0,699.139,0,130.661,0,6.24259,0,682.287,0,127.511,0,nd,0,nd,0,104.5,1,nd,0,3.85237,0,3.05,0,2.48,0,nd,nd,nd,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,25,25.322,3.00242,0,130.705,0,9.67,0,0.83,0,3.67,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.9005,0,0.002414,0,2414,0,2173.5,0,516.6,0,7.90677,0,2170.18,0,507.742,0,36.739,0,36.7385,0,20.6791,0,25.9067,0,nd,0,nd,0,102.635,0,17.59,0,6.80732,0,100.161,0,17.166,0,nd,0,nd,0,170.7,1,nd,0,0.582584,0,1.15,0,1.4,0,0.8760,2.8580,0.2382,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,35,35.41,2.42151,0,105.402,0,15.15,0,0.835,0,5.18,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.8709,0,0.002421,0,2421,0,2195.8,0,549.1,0,7.87683,0,2192.7,0,540.178,0,36.711,0,36.7142,0,20.1056,0,26.043,0,nd,0,nd,0,448.231,0,13.4683,0,38.8273,1,437.426,0,13.1436,0,nd,0,nd,0,287.4,1,nd,0,0,0,0.43,0,0.72,0,nd,nd,nd,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,55,55.016,2.9305,0,127.546,0,13.98,0,0.715,0,5.85,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.8762,0,0.002401,0,2401,0,2174.7,0,525.6,0,7.8822,0,2171.7,0,517.246,0,36.658,0,36.6479,0,19.5949,0,26.1278,0,nd,0,nd,0,57.7572,0,8.41159,0,8.01079,0,56.365,0,8.20883,0,nd,0,nd,0,94.8,1,nd,0,0,0,0.28,0,0.28,0,0.3650,1.1908,0.0992,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,75,75.462,2.84198,0,123.69,0,15.87,0,0.725,0,5.34,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.8684,0,0.002402,0,2402,0,2179.9,0,533.4,0,7.87448,0,2176.78,0,524.526,0,36.632,0,36.6246,0,19.4055,0,26.1599,0,nd,0,nd,0,47.0994,0,5.98103,0,9.18726,0,45.964,0,5.83686,0,nd,0,nd,0,113.9,1,nd,0,0.222856,0,0.19,0,0.26,0,0.8760,2.8580,0.2382,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,1,100,102.61,2.42151,0,105.383,0,17.81,0,0.905,0,7.85,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.8472,0,0.00240269,0,2402.69,0,2191.3,0,555.8,0,7.85303,0,2188.45,0,547.164,0,36.574,0,36.5682,0,18.9941,0,26.2229,0,nd,0,nd,0,53.5928,0,6.81637,0,9.17277,0,52.301,0,6.65206,0,nd,0,nd,0,86.6,1,nd,0,0,0,0.1,0,0.25,0,0.5840,1.9053,0.1588,6,1997-03-13T15:32:00,1997-03-13T16:05:00,1997-03-13T05:39:00,1997-03-13T06:07:00,1997-03-13T19:32:00,1997-03-13T20:05:00,1997-03-13T09:39:00,1997-03-13T10:07:00
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,3,130,131.451,2.00104,0,87.081,0,17.78,0,1.43,0,10.35,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.82309,0,0.002396,0,2396,0,2196.5,0,585.3,0,7.82877,0,2193.76,0,576.45,0,36.536,0,36.5378,0,18.7319,0,26.2672,0,nd,0,nd,0,35.605,0,4.77,0,8.70842,0,34.7468,0,4.65502,0,nd,0,nd,0,529.1,1,nd,0,nd,0,nd,0,nd,0,0.3285,1.1306,0.0942,nd,1997-03-13T19:15:00,1997-03-13T20:00:00,nd,nd,1997-03-13T23:15:00,1997-03-14T00:00:00,nd,nd
17,93HG_017,CAR-017,1,13,3,1997,10.5,-64.667,3,160,161.197,1.38693,0,60.3536,0,16.3,0,1.515,0,17.03,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.73587,0,0.002396,0,2396,0,2236.9,0,729.3,0,7.74098,0,2234.62,0,719.513,0,36.485,0,36.4859,0,18.3893,0,26.3143,0,nd,0,nd,0,33.84,0,4.96,0,7.95968,0,33.0243,0,4.84044,0,nd,0,nd,0,416.4,1,nd,0,nd,0,nd,0,nd,0,1.1315,3.8942,0.3245,nd,1997-03-13T19:15:00,1997-03-13T20:00:00,nd,nd,1997-03-13T23:15:00,1997-03-14T00:00:00,nd,nd
