Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,1,1.5,4.85,0,211.614,0,0.18,0,0,0,2.4,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.576,0,nd,0,27.49,0,23.72,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,134.8,0,nd,0,nd,0,0.0940762,0,0.09,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,7,6.5,4.41,0,192.391,0,0.17,0,0,0,2.8,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00240886,0,2408.86,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.577,0,nd,0,27.5,0,23.72,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,88.3,0,nd,0,nd,0,0.0746952,0,0.06,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,15,15,4.38,0,191.075,0,0.16,0,0,0,2.2,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00241135,0,2411.35,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.59,0,nd,0,27.49,0,23.76,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,80.7,0,nd,0,nd,0,0.100048,0,0.08,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,25,25,4.37,0,190.565,0,0.17,0,0,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00241044,0,2410.44,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.6118,0,nd,0,26.3,0,24.156,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,78.3,0,nd,0,nd,0,0.118014,0,0.14,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,35,35,4.27,0,186.131,0,0.85,0,0.01,0,1.9,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00241587,0,2415.87,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.744,0,nd,0,25.32,0,24.563,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,78.2,0,nd,0,nd,0,0.131476,0,0.2,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,55,54.5,3.95,0,172.142,0,0.63,0,0.06,0,1.7,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.829,0,nd,0,24.75,0,24.8,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,77.7,0,nd,0,nd,0,0.418,0,0.6,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,75,74,3.87,0,168.639,0,1.08,0,0.08,0,2.2,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.002398,0,2398,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.847,0,nd,0,24.48,0,24.9,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,73,0,nd,0,nd,0,0.16301,0,0.31,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,1,100,97,3.63,0,158.175,0,2.52,0,0.2,0,2.4,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.002403,0,2403,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.898,0,nd,0,23.97,0,24.937,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,74,0,nd,0,nd,0,0.0680952,0,0.16,0,BM_master,BM_master,BM_master,2,1995-11-08T06:12:00,1995-11-08T06:38:00,1995-11-08T03:36:00,1995-11-08T03:54:00,1995-11-08T10:12:00,1995-11-08T10:38:00,1995-11-08T07:36:00,1995-11-08T07:54:00
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,150,151.5,1.81,0,78.7749,0,10.69,0,0.96,0,10.7,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00236287,0,2362.87,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.58,0,nd,0,19.27,0,26.17,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,71.1,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,200,200,0.45,0,19.582,0,10.57,0,1.5,0,22.1,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00237,0,2370,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.4483,0,nd,0,18.23,0,26.325,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,99.7,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,250,251.5,0,0,0,0,9.29,0,2.42,0,37,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00239812,0,2398.12,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.3915,0,nd,0,17.89,0,26.39,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,69.8,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,300,302.5,0,0,0,0,0.29,0,2.56,0,42.2,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00239811,0,2398.11,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.363,0,nd,0,17.66,0,26.4,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,66.3,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,350,353,0,0,0,0,0.29,0,2.64,0,44.3,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00241483,0,2414.83,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.341,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,71.6,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,400,409.5,0,0,0,0,0.19,0,2.81,0,55.4,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00243293,0,2432.93,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.319,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,450,451,0,0,0,0,0.2,0,2.99,0,59.5,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00242974,0,2429.74,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.296,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,59.4,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,500,502.5,0,0,0,0,0.2,0,3.11,0,74.7,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00244877,0,2448.77,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.271,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,61.7,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,750,752.5,0,0,0,0,0.2,0,3.32,0,81.7,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00242891,0,2428.91,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.229,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,61,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,1000,1005,0,0,0,0,0.07,0,3.45,0,80.3,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00246387,0,2463.87,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.221,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,62.5,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
1,93HG_001,CAR-001,2,8,11,1995,10.5,-64.667,3,1200,1210,0,0,0,0,0.08,0,3.57,0,94.1,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.00246383,0,2463.83,0,nd,0,nd,0,nd,0,nd,0,nd,0,36.223,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,66.7,0,nd,0,nd,0,nd,0,nd,0,BM_master,BM_master,BM_master,nd,1995-11-08T09:19:00,1995-11-08T10:35:00,nd,nd,1995-11-08T13:19:00,1995-11-08T14:35:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,1,2,4.07022,0,177.418,0,0.26,0,0.025,0,2.26,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.05972,0,0.00241292,0,2412.92,0,2079.5,0,399.4,0,8.06523,0,2075.94,0,393.159,0,nd,0,36.81,0,25.39,0,24.59,0,nd,0,nd,0,59.74,0,12.01,0,5.80322,0,58.3,0,11.7205,0,nd,0,nd,0,nd,0,nd,0,1.65551,0,0.12,0,0.08,0,nd,nd,nd,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,7,7.5,4.11528,0,179.381,0,0.4,0,0.015,0,2.47,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.05385,0,0.00240721,0,2407.21,0,2078,0,405.3,0,8.05962,0,2074.4,0,398.694,0,nd,0,36.81,0,25.4,0,24.59,0,nd,0,nd,0,63.025,0,12.435,0,5.91308,0,61.5058,0,12.1353,0,nd,0,nd,0,nd,0,nd,0,1.1149,0,0.15,0,0.11,0,0.3675,1.1990,0.0999,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,15,16,4.09275,0,178.4,0,0.43,0,0.05,0,2.69,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.05068,0,0.00241252,0,2412.52,0,2084.9,0,409.6,0,8.05612,0,2081.38,0,403.306,0,nd,0,36.81,0,25.38,0,24.59,0,nd,0,nd,0,53.04,0,10.22,0,6.05479,0,51.7615,0,9.97365,0,nd,0,nd,0,nd,0,nd,0,1.22975,0,0.18,0,0.14,0,nd,nd,nd,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,25,26,3.49577,0,152.344,0,2.02,0,0.08,0,3.66,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.02169,0,0.00241601,0,2416.01,0,2106.5,0,433.4,0,8.02645,0,2103.02,0,427.335,0,nd,0,36.82,0,24.68,0,24.82,0,nd,0,nd,0,81.05,0,16.205,0,5.83513,0,79.0963,0,15.8144,0,nd,0,nd,0,nd,0,nd,0,1.75547,0,0.38,0,0.42,0,0.4190,0.7751,0.0646,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,35,36,3.2705,0,142.495,0,2.68,0,0.23,0,4.19,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.00191,0,0.0024053,0,2405.3,0,2107.8,0,444.4,0,8.00645,0,2104.87,0,438.659,0,nd,0,36.88,0,24.05,0,25.045,0,nd,0,nd,0,49.805,0,9.5,0,6.1164,0,48.6045,0,9.27101,0,nd,0,nd,0,nd,0,nd,0,0.255925,0,0.1,0,0.2,0,nd,nd,nd,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,55,55.5,3.32118,0,144.683,0,3.77,0,0.22,0,3.98,0,nd,0,nd,0,nd,0,nd,0,nd,0,8.01204,0,0.00241386,0,2413.86,0,2109.4,0,425.6,0,8.01749,0,2105.98,0,419.005,0,nd,0,36.88,0,23.59,0,25.19,0,nd,0,nd,0,27.13,0,5.42,0,5.83979,0,26.476,0,5.28935,0,nd,0,nd,0,nd,0,nd,0,1.84359e-17,0,0.1,0,0.2,0,0.2376,0.7751,0.0646,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,75,76,3.2705,0,142.441,0,4.31,0,0.295,0,4.09,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.98177,0,0.00240797,0,2407.97,0,2122,0,447.7,0,7.98651,0,2119.09,0,441.757,0,nd,0,36.89,0,22.8,0,25.43,0,nd,0,nd,0,50.31,0,8.57,0,6.84889,0,49.0973,0,8.36342,0,nd,0,nd,0,nd,0,nd,0,0.0804169,0,0.04,0,0.1,0,1.1411,3.7230,0.3102,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,3,100,100,3.05085,0,132.835,0,5.42,0,0.41,0,5.16,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.95858,0,0.00239626,0,2396.26,0,2124.8,0,452,0,7.96368,0,2121.89,0,445.667,0,nd,0,36.83,0,21.55,0,25.74,0,nd,0,nd,0,37.04,0,5.85,0,7.38689,0,36.1472,0,5.70899,0,nd,0,nd,0,nd,0,nd,0,0.00732932,0,0.01,0,0.04,0,1.6268,5.3076,0.4423,2,1995-12-13T06:51:00,1995-12-13T07:19:00,1995-12-13T04:11:00,1995-12-13T04:50:00,1995-12-13T10:51:00,1995-12-13T11:19:00,1995-12-13T08:11:00,1995-12-13T08:50:00
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,130,128,2.69041,0,117.118,0,7.72,0,0.465,0,6.24,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.91831,0,0.00237101,0,2371.01,0,2124.4,0,479.9,0,7.92255,0,2122.11,0,474.285,0,nd,0,36.722,0,20.52,0,25.94,0,nd,0,nd,0,19.62,0,4.35,0,5.26207,0,19.1471,0,4.24514,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.4746,5.0753,0.4229,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,160,159,1.83437,0,79.8365,0,8.71,0,0.905,0,11.5,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.83676,0,0.00234584,0,2345.84,0,2142.9,0,563.9,0,7.84114,0,2140.78,0,557.301,0,nd,0,36.571,0,19.26,0,26.156,0,nd,0,nd,0,19.04,0,3.635,0,6.11096,0,18.581,0,3.54738,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.8766,3.0170,0.2514,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,200,199,0.584089,0,25.4173,0,1.65,0,1.415,0,22.58,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.71975,0,0.00237271,0,2372.71,0,2221.7,0,750.7,0,7.72387,0,2219.95,0,742.658,0,nd,0,36.449,0,18.29,0,26.31,0,nd,0,nd,0,19.32,0,4.565,0,4.93757,0,18.8543,0,4.45496,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.8181,2.8156,0.2346,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,250,250,0.218017,0,9.48679,0,-0.04,1,nd,0,34.83,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.66958,0,0.002392,0,2392,0,2260.7,0,851.8,0,7.67347,0,2259.15,0,843.209,0,nd,0,36.401,0,17.93,0,26.36,0,nd,0,nd,0,21.14,0,4.705,0,5.24194,0,20.6304,0,4.59159,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.1692,4.1672,0.3473,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,300,300,0,0,0,0,0.91,0,2.545,0,43.97,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.65725,0,0.002415,0,2415,0,2287.5,0,881.2,0,7.66096,0,2285.94,0,872.5,0,nd,0,36.369,0,17.72,0,26.39,0,nd,0,nd,0,34.08,0,5.78,0,6.87889,0,33.2585,0,5.64068,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.0873,3.8752,0.3229,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,350,347,0,0,0,0,0.32,0,2.765,0,48.16,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6423,0,0.002416,0,2416,0,2294.3,0,898.069,0,7.64593,0,2292.84,0,889.524,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,25.84,0,5.635,0,5.3499,0,25.2171,0,5.49917,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,1.0404,3.7083,0.3090,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,400,395,0,0,0,0,0.27,0,2.83,0,55.9,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.6334,0,0.00241673,0,2416.73,0,2298.5,0,919.619,0,7.63736,0,2296.9,0,910.076,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,24.475,0,5.565,0,5.13103,0,23.885,0,5.43086,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,2.3407,8.3427,0.6952,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,500,494,0,0,0,0,0.45,0,3.055,0,64.5,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.62129,0,0.002448,0,2448,0,2333.5,0,961.856,0,7.62513,0,2332,0,952.21,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,21.215,0,4.78,0,5.178,0,20.7036,0,4.66478,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,2.0598,9.9049,0.8254,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,750,744,0,0,0,0,0.4,0,3.38,0,82.56,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.58674,0,0.00245595,0,2455.95,0,2354.5,0,1056.27,0,7.59024,0,2353.12,0,1046.66,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,23.26,0,5.35,0,5.07227,0,22.6993,0,5.22104,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.6776,3.2585,0.2715,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,1000,992,0,0,0,0,0.32,0,3.51,0,87.72,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.5897,0,nd,0,nd,0,nd,0,nd,0,7.59339,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,27.305,0,5.135,0,6.20367,0,26.6468,0,5.01122,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.5454,2.6225,0.2185,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1,1200,1202,0,0,0,0,0.36,0,3.62,0,86.86,0,nd,0,nd,0,nd,0,nd,0,nd,0,7.57472,0,0.00246697,0,2466.97,0,2369.7,0,1094.88,0,7.57817,0,2368.34,0,1085.04,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,27.89,0,5.135,0,6.33658,0,27.2177,0,5.01122,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,nd,0,0.0983,0.4727,0.0394,nd,1995-12-13T22:11:00,1995-12-13T23:00:00,nd,nd,1995-12-14T02:11:00,1995-12-14T03:00:00,nd,nd
