Cruise_ID1,Cruise_ID2,Cruise_number,leg,cast,Date,Analyzed_by,lon_n,lat_n,lon,lat,year,month,day,depth_bottom,Date_time_local,time_start_local,time_end_local,time_start_UTC,time_end_UTC,Date_time_UTC,sample_number,depth,Tot_Chl_a,Tot_Chl_b,Tot_Chl_c,alpha_beta_Car,alpha_Car,beta_Car,But_fuco,Hex_fuco,Allo,Diadino,Diato,Fuco,Perid,Zea,MV_Chl_a,DV_Chl_a,Chlide_a,Chl_a_allom,Chl_a_prime,MV_Chl_b,DV_Chl_b,Chl_c1,Chl_c2,Chl_c1c2,Chl_c3,Lut,Neo,Viola,Phytin_a,Phide_a,Pras,Anth,Gyro,TChl,PPC,PSC,PSP,Tcar,Tacc,Tpg,DP,Tacc_TChla,PSC_Tcar,PPC_Tcar,TChl_Tcar,PPC_Tpg,PSP_Tpg,TChla_Tpg,mPF,nPF,pPF,Fluor_Chl_a,Fluor_Phaeo,Comments
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_1,1,0.25,nd,nd,0.013,nd,nd,0.005,0.021,-9999.0,0.013,-9999.0,0.056,0.008,0.039,0.228,0.016,0.006,nd,nd,0.017,-9999.0,0.004,0.027,nd,0.018,-9999.0,0.002,0.001,0.003,0.045,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.894,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.26,0.19,None
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_3,7,0.267,nd,nd,0.014,nd,nd,0.005,0.019,-9999.0,0.013,0.001,0.057,0.007,0.039,0.247,0.017,0.002,nd,nd,0.017,0.004,0.003,0.025,nd,0.018,-9999.0,-9999.0,0.001,0.003,0.037,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.836,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.26,0.19,None
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_5,15,0.244,nd,nd,0.012,nd,nd,0.004,0.017,-9999.0,0.01,-9999.0,0.048,0.009,0.035,0.225,0.016,0.003,nd,nd,0.015,0.003,0.003,0.024,nd,0.015,-9999.0,-9999.0,-9999.0,-9999.0,0.04,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.799,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.25,0.18,None
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_7,25,0.197,nd,nd,0.013,nd,nd,0.006,0.022,0.001,0.004,-9999.0,0.01,0.008,0.047,0.129,0.068,-9999.0,nd,nd,0.009,0.012,-9999.0,0.015,nd,0.012,-9999.0,-9999.0,-9999.0,-9999.0,0.003,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.813,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.18,0.15,None
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_9,35,0.197,nd,nd,0.013,nd,nd,0.005,0.023,0.001,0.003,-9999.0,0.003,0.008,0.024,0.133,0.065,-9999.0,nd,nd,0.038,0.02,-9999.0,0.014,nd,0.011,-9999.0,-9999.0,-9999.0,0.003,0.005,0.005,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.839,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.17,0.25,None
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_10,55,0.072,nd,nd,0.005,nd,nd,0.008,0.019,-9999.0,0.001,-9999.0,0.013,-9999.0,0.002,0.06,0.013,-9999.0,nd,nd,0.007,0.016,-9999.0,0.008,nd,0.012,-9999.0,-9999.0,-9999.0,-9999.0,0.005,0.001,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.283,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.09,0.17,None
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_11,75,0.104,nd,nd,0.014,nd,nd,0.009,0.018,-9999.0,0.002,-9999.0,0.007,-9999.0,0.004,0.065,0.038,-9999.0,nd,nd,0.018,0.075,-9999.0,0.009,nd,0.014,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.001,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.652,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.08,0.2,None
93HG_124,CAR-124,124,1,4,20060704,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6605,10.5059,2006,7,4,1380,2006-07-04T04:58:00,04:58,05:33,08:58,09:33,2006-07-04T08:58:00,C124_1_4_12,100,0.034,nd,nd,0.004,nd,nd,0.003,0.006,-9999.0,0.001,-9999.0,0.005,-9999.0,0.001,0.025,0.009,-9999.0,nd,nd,0.004,0.021,-9999.0,0.004,nd,0.005,-9999.0,-9999.0,-9999.0,0.003,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.616,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.03,0.13,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_1,1,0.2,nd,nd,0.021,nd,nd,0.003,0.006,-9999.0,0.002,-9999.0,0.005,0.002,0.105,0.158,0.042,-9999.0,nd,nd,0.005,0.006,-9999.0,0.005,nd,0.003,-9999.0,-9999.0,-9999.0,0.003,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.82,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.21,0.13,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_3,7,0.226,nd,nd,0.024,nd,nd,0.004,0.009,-9999.0,0.002,-9999.0,0.007,-9999.0,0.124,0.184,0.043,-9999.0,nd,nd,0.007,0.006,-9999.0,0.007,nd,0.004,-9999.0,-9999.0,-9999.0,0.004,0.005,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.852,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.23,0.15,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_5,15,0.563,nd,nd,0.055,nd,nd,0.013,0.025,0.004,0.008,0.003,0.029,0.028,0.208,0.49,0.072,0.001,nd,nd,0.047,0.022,-9999.0,0.027,nd,0.017,-9999.0,-9999.0,0.003,0.011,0.025,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.868,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.76,0.39,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_7,25,0.491,nd,nd,0.009,nd,nd,0.016,0.078,0.006,0.008,-9999.0,0.041,0.015,0.003,0.484,0.007,-9999.0,nd,nd,0.202,-9999.0,-9999.0,0.043,nd,0.068,-9999.0,0.011,0.002,0.018,0.015,0.042,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.11,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.49,0.61,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_9,35,0.425,nd,nd,0.011,nd,nd,0.025,0.077,0.007,0.009,-9999.0,0.074,0.008,0.004,0.413,0.009,0.002,nd,nd,0.123,0.011,-9999.0,0.045,nd,0.074,-9999.0,0.01,0.002,0.007,0.016,0.032,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.208,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.34,0.36,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_10,55,0.197,nd,nd,0.008,nd,nd,0.009,0.045,0.003,0.004,-9999.0,0.03,0.004,0.003,0.181,0.016,-9999.0,nd,nd,0.035,0.026,-9999.0,0.022,nd,0.036,-9999.0,-9999.0,-9999.0,0.004,0.004,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.155,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.2,0.27,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_11,75,0.055,nd,nd,0.004,nd,nd,0.003,0.01,-9999.0,0.002,-9999.0,0.014,-9999.0,0.001,0.05,0.004,-9999.0,nd,nd,0.007,0.009,-9999.0,0.005,nd,0.009,-9999.0,-9999.0,-9999.0,0.004,0.013,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.179,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.06,0.13,None
93HG_125,CAR-125,125,1,4,20060803,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6684,10.4995,2006,8,3,1380,2006-08-03T05:23:00,05:23,05:40,09:23,09:40,2006-08-03T09:23:00,C125_1_4_12,100,0.021,nd,nd,0.001,nd,nd,0.002,0.003,-9999.0,0.001,-9999.0,0.007,-9999.0,0.001,0.02,0.001,-9999.0,nd,nd,0.002,0.003,-9999.0,0.002,nd,0.002,-9999.0,-9999.0,-9999.0,0.003,0.005,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.085,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.03,0.07,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_1,1,0.167,nd,nd,0.015,nd,nd,0.005,0.016,-9999.0,0.004,-9999.0,0.009,0.006,0.063,0.114,0.053,-9999.0,nd,nd,0.005,0.006,-9999.0,0.011,nd,0.007,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.878,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.13,0.09,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_3,7,0.151,nd,nd,0.013,nd,nd,0.003,0.013,-9999.0,0.002,-9999.0,0.005,0.004,0.059,0.1,0.051,-9999.0,nd,nd,0.005,0.005,-9999.0,0.007,nd,0.005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.803,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.13,0.09,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_5,15,0.18,nd,nd,0.013,nd,nd,0.005,0.024,-9999.0,0.004,-9999.0,0.007,0.009,0.051,0.141,0.039,0.001,nd,nd,0.009,0.005,-9999.0,0.012,nd,0.009,-9999.0,-9999.0,-9999.0,-9999.0,0.004,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.822,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.15,0.11,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_7,25,0.238,nd,nd,0.02,nd,nd,0.006,0.029,-9999.0,0.004,-9999.0,0.014,0.005,0.052,0.18,0.057,0.001,nd,nd,0.011,0.01,-9999.0,0.014,nd,0.012,-9999.0,-9999.0,0.001,0.003,0.005,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.746,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.21,0.15,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_7,25,0.237,nd,nd,0.019,nd,nd,0.006,0.028,0.001,0.004,0.001,0.014,0.005,0.052,0.179,0.057,0.001,nd,nd,0.011,0.009,-9999.0,0.014,nd,0.012,-9999.0,-9999.0,0.001,0.003,0.005,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.754,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.21,0.15,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_9,35,0.356,nd,nd,0.018,nd,nd,0.022,0.078,0.007,0.008,-9999.0,0.042,0.007,0.021,0.311,0.043,0.002,nd,nd,0.066,0.027,-9999.0,0.039,nd,0.051,-9999.0,0.005,0.002,0.006,0.027,0.014,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.137,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.25,0.37,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_10,55,0.355,nd,nd,0.02,nd,nd,0.022,0.079,0.006,0.008,-9999.0,0.052,0.007,0.009,0.306,0.046,0.003,nd,nd,0.053,0.07,-9999.0,0.04,nd,0.052,-9999.0,0.003,-9999.0,0.006,0.025,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.188,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.3,0.5,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_11,75,0.282,nd,nd,0.017,nd,nd,0.018,0.044,0.002,0.007,-9999.0,0.087,0.006,0.006,0.245,0.03,0.007,nd,nd,0.021,0.049,-9999.0,0.034,nd,0.053,-9999.0,-9999.0,-9999.0,0.008,0.035,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.216,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.27,0.45,None
93HG_126,CAR-126,126,1,4,20060912,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6764,10.4924,2006,9,12,1380,2006-09-12T04:47:00,04:47,05:07,08:47,09:07,2006-09-12T08:47:00,C126_1_4_12,100,0.056,nd,nd,0.004,nd,nd,0.004,0.01,-9999.0,0.001,-9999.0,0.015,-9999.0,0.002,0.05,0.006,-9999.0,nd,nd,0.005,0.012,-9999.0,0.006,nd,0.01,-9999.0,-9999.0,-9999.0,0.003,0.013,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.261,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.04,0.12,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_1,1,0.139,nd,nd,0.011,nd,nd,0.004,0.014,-9999.0,0.004,-9999.0,0.013,0.003,0.042,0.125,0.012,0.001,nd,nd,0.01,0.003,-9999.0,0.009,nd,0.008,-9999.0,-9999.0,-9999.0,-9999.0,0.011,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.872,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.14,0.09,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_3,7,0.194,nd,nd,0.01,nd,nd,0.004,0.017,-9999.0,0.009,0.002,0.043,0.004,0.039,0.178,0.013,0.003,nd,nd,0.018,0.003,-9999.0,0.019,nd,0.017,-9999.0,-9999.0,-9999.0,0.002,0.021,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.956,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.21,0.11,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_5,15,0.235,nd,nd,0.016,nd,nd,0.009,0.033,0.001,0.008,-9999.0,0.028,0.007,0.056,0.212,0.019,0.003,nd,nd,0.035,0.004,-9999.0,0.018,nd,0.017,-9999.0,0.004,0.003,0.003,0.014,0.007,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.051,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.22,0.19,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_7,25,0.296,nd,nd,0.018,nd,nd,0.015,0.053,0.002,0.01,0.002,0.054,0.012,0.028,0.239,0.052,0.005,nd,nd,0.028,0.021,-9999.0,0.035,nd,0.032,-9999.0,-9999.0,-9999.0,0.005,0.022,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.05,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.27,0.28,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_9,35,1.037,nd,nd,0.034,nd,nd,0.05,0.124,0.007,0.035,-9999.0,0.429,0.049,0.015,0.962,0.044,0.031,nd,nd,0.086,0.037,0.004,0.151,nd,0.198,-9999.0,0.009,0.003,0.017,0.109,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.187,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.83,0.8,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_10,55,1.178,nd,nd,0.053,nd,nd,0.035,0.056,0.005,0.029,-9999.0,0.533,-9999.0,0.009,1.096,0.05,0.031,nd,nd,0.035,0.074,0.004,0.153,nd,0.245,-9999.0,0.003,0.002,0.042,0.224,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.049,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.14,1.25,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_11,75,0.074,nd,nd,0.005,nd,nd,0.006,0.01,-9999.0,0.002,-9999.0,0.024,-9999.0,0.002,0.066,0.008,0.001,nd,nd,0.005,0.017,-9999.0,0.008,nd,0.013,-9999.0,-9999.0,-9999.0,0.003,0.011,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.22,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.07,0.14,None
93HG_127,CAR-127,127,1,4,20061010,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.6676,10.497,2006,10,10,1380,2006-10-10T05:13:00,05:13,05:34,09:13,09:34,2006-10-10T09:13:00,C127_1_4_12,100,0.034,nd,nd,0.002,nd,nd,0.003,0.005,-9999.0,0.001,-9999.0,0.012,-9999.0,0.001,0.031,0.003,-9999.0,nd,nd,0.003,0.006,-9999.0,0.004,nd,0.006,-9999.0,-9999.0,-9999.0,0.003,0.011,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.292,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.04,0.09,None
93HG_128,CAR-128,128,1,4,20061102,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.678,10.4872,2006,11,2,1380,2006-11-02T05:30:00,05:30,05:52,09:30,09:52,2006-11-02T09:30:00,C128_1_4_1,1,0.125,nd,nd,0.012,nd,nd,0.003,0.012,-9999.0,0.002,-9999.0,0.004,0.003,0.058,0.072,0.053,-9999.0,nd,nd,0.005,0.006,-9999.0,0.006,nd,0.005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.916,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.1,0.1,None
93HG_128,CAR-128,128,1,4,20061102,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.678,10.4872,2006,11,2,1380,2006-11-02T05:30:00,05:30,05:52,09:30,09:52,2006-11-02T09:30:00,C128_1_4_3,7,0.129,nd,nd,0.013,nd,nd,0.004,0.015,-9999.0,0.002,-9999.0,0.005,0.003,0.063,0.075,0.054,-9999.0,nd,nd,0.006,0.007,-9999.0,0.007,nd,0.006,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.011,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.07,0.05,None
93HG_128,CAR-128,128,1,4,20061102,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.678,10.4872,2006,11,2,1380,2006-11-02T05:30:00,05:30,05:52,09:30,09:52,2006-11-02T09:30:00,C128_1_4_5,15,0.138,nd,nd,0.011,nd,nd,0.002,0.008,-9999.0,0.002,-9999.0,0.002,0.008,0.049,0.085,0.05,0.002,nd,nd,0.005,0.005,-9999.0,0.006,nd,0.004,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.727,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.13,0.11,None
93HG_128,CAR-128,128,1,4,20061102,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.678,10.4872,2006,11,2,1380,2006-11-02T05:30:00,05:30,05:52,09:30,09:52,2006-11-02T09:30:00,C128_1_4_7,25,0.128,nd,nd,0.011,nd,nd,0.003,0.012,-9999.0,0.002,-9999.0,0.004,0.004,0.055,0.075,0.052,0.001,nd,nd,0.007,0.006,-9999.0,0.007,nd,0.005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.909,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.12,0.1,None
93HG_128,CAR-128,128,1,4,20061102,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.678,10.4872,2006,11,2,1380,2006-11-02T05:30:00,05:30,05:52,09:30,09:52,2006-11-02T09:30:00,C128_1_4_9,35,0.279,nd,nd,0.025,nd,nd,0.018,0.051,0.001,0.006,-9999.0,0.008,0.008,0.059,0.172,0.106,-9999.0,nd,nd,0.024,0.025,-9999.0,0.02,nd,0.023,-9999.0,-9999.0,0.001,0.003,0.006,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.966,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.18,0.23,None
93HG_128,CAR-128,128,1,4,20061102,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.678,10.4872,2006,11,2,1380,2006-11-02T05:30:00,05:30,05:52,09:30,09:52,2006-11-02T09:30:00,C128_1_4_10,55,0.395,nd,nd,0.018,nd,nd,0.026,0.086,0.005,0.007,-9999.0,0.023,0.005,0.01,0.333,0.061,0.002,nd,nd,0.061,0.046,-9999.0,0.035,nd,0.043,-9999.0,-9999.0,0.001,0.005,0.012,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,0.929,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.23,0.55,None
93HG_128,CAR-128,128,1,4,20061102,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.678,10.4872,2006,11,2,1380,2006-11-02T05:30:00,05:30,05:52,09:30,09:52,2006-11-02T09:30:00,C128_1_4_11,75,0.227,nd,nd,0.016,nd,nd,0.025,0.053,0.003,0.005,-9999.0,0.024,0.003,0.011,0.184,0.043,-9999.0,nd,nd,0.039,0.055,-9999.0,0.024,nd,0.035,-9999.0,0.003,-9999.0,0.004,0.004,-9999.0,nd,-9999.0,nd,nd,nd,nd,nd,nd,nd,nd,1.296,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.15,0.32,None
