Cruise_ID1,Cruise_ID2,Cruise_number,leg,cast,Date,Analyzed_by,lon_n,lat_n,lon,lat,year,month,day,depth_bottom,Date_time_local,time_start_local,time_end_local,time_start_UTC,time_end_UTC,Date_time_UTC,sample_number,depth,Tot_Chl_a,Tot_Chl_b,Tot_Chl_c,alpha_beta_Car,alpha_Car,beta_Car,But_fuco,Hex_fuco,Allo,Diadino,Diato,Fuco,Perid,Zea,MV_Chl_a,DV_Chl_a,Chlide_a,Chl_a_allom,Chl_a_prime,MV_Chl_b,DV_Chl_b,Chl_c1,Chl_c2,Chl_c1c2,Chl_c3,Lut,Neo,Viola,Phytin_a,Phide_a,Pras,Anth,Gyro,TChl,PPC,PSC,PSP,Tcar,Tacc,Tpg,DP,Tacc_TChla,PSC_Tcar,PPC_Tcar,TChl_Tcar,PPC_Tpg,PSP_Tpg,TChla_Tpg,mPF,nPF,pPF,Fluor_Chl_a,Fluor_Phaeo,Comments
93HG_153,CAR-153,153,1,4,20090113,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4051,10.2952,2009,1,13,1380,2009-01-13T05:40:00,05:40,05:53,10:09,10:22,2009-01-13T10:10:00,C153_1_4_5,15,1.457,0.067,0.318,0.04,nd,nd,0.016,0.054,0.005,0.038,0.002,0.545,-9999.0,0.016,1.264,0.009,0.183,nd,nd,0.047,0.02,nd,nd,0.16,0.158,-9999.0,0.004,0.003,0.022,0.179,-9999.0,nd,-9999.0,1.842,0.101,0.615,2.457,0.716,1.101,2.558,0.703,0.76,0.86,0.14,2.57,0.04,0.96,0.57,0.78,0.11,0.12,1.74,0.91,None
93HG_153,CAR-153,153,1,4,20090113,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4051,10.2952,2009,1,13,1380,2009-01-13T05:40:00,05:40,05:53,10:09,10:22,2009-01-13T10:10:00,C153_1_4_7,25,1.354,0.074,0.324,0.041,nd,nd,0.023,0.066,0.007,0.037,0.002,0.523,-9999.0,0.019,1.287,0.011,0.056,nd,nd,0.052,0.022,nd,nd,0.159,0.165,-9999.0,0.004,0.003,0.019,0.148,-9999.0,nd,-9999.0,1.752,0.106,0.612,2.364,0.718,1.116,2.47,0.712,0.82,0.85,0.15,2.44,0.04,0.96,0.55,0.73,0.13,0.13,1.92,1.21,None
93HG_153,CAR-153,153,1,4,20090113,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4051,10.2952,2009,1,13,1380,2009-01-13T05:40:00,05:40,05:53,10:09,10:22,2009-01-13T10:10:00,C153_1_4_9,35,0.802,0.08,0.207,0.033,nd,nd,0.021,0.057,0.013,0.022,-9999.0,0.285,-9999.0,0.013,0.672,0.024,0.106,nd,nd,0.035,0.045,nd,nd,0.1,0.107,-9999.0,0.003,0.002,0.016,0.164,-9999.0,nd,-9999.0,1.089,0.081,0.363,1.452,0.444,0.731,1.533,0.469,0.91,0.82,0.18,2.45,0.05,0.95,0.52,0.61,0.19,0.2,1.0,1.01,None
93HG_153,CAR-153,153,1,4,20090113,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4051,10.2952,2009,1,13,1380,2009-01-13T05:40:00,05:40,05:53,10:09,10:22,2009-01-13T10:10:00,C153_1_4_10,55,0.268,0.122,0.069,0.023,nd,nd,0.013,0.043,0.003,0.005,-9999.0,0.055,0.004,0.009,0.22,0.046,0.002,nd,nd,0.021,0.101,nd,nd,0.027,0.042,-9999.0,-9999.0,0.001,0.011,0.032,-9999.0,nd,-9999.0,0.459,0.04,0.115,0.574,0.155,0.346,0.614,0.249,1.29,0.74,0.26,2.96,0.07,0.93,0.44,0.24,0.24,0.53,0.26,0.5,None
93HG_153,CAR-153,153,1,4,20090113,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4051,10.2952,2009,1,13,1380,2009-01-13T05:40:00,05:40,05:53,10:09,10:22,2009-01-13T10:10:00,C153_1_4_11,75,0.069,0.019,0.018,0.004,nd,nd,0.004,0.007,-9999.0,0.002,-9999.0,0.022,-9999.0,0.002,0.061,0.005,0.004,nd,nd,0.006,0.013,nd,nd,0.007,0.011,-9999.0,-9999.0,-9999.0,0.004,0.011,-9999.0,nd,-9999.0,0.106,0.008,0.033,0.139,0.041,0.078,0.147,0.054,1.13,0.8,0.2,2.59,0.05,0.95,0.47,0.41,0.2,0.39,0.07,0.19,None
93HG_153,CAR-153,153,1,4,20090113,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4051,10.2952,2009,1,13,1380,2009-01-13T05:40:00,05:40,05:53,10:09,10:22,2009-01-13T10:10:00,C153_1_4_12,100,0.032,-9999.0,0.007,0.001,nd,nd,-9999.0,-9999.0,-9999.0,0.001,-9999.0,0.012,-9999.0,0.001,0.032,-9999.0,-9999.0,nd,nd,-9999.0,-9999.0,nd,nd,0.003,0.004,-9999.0,-9999.0,-9999.0,-9999.0,0.003,-9999.0,nd,-9999.0,0.039,0.003,0.012,0.051,0.015,0.022,0.054,0.013,0.69,0.8,0.2,2.6,0.06,0.94,0.59,0.92,-9999.0,0.08,0.04,0.07,Dry fliter.
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_1,1,0.294,0.042,0.062,0.007,nd,nd,0.008,0.023,0.003,0.008,-9999.0,0.078,0.007,0.005,0.291,-9999.0,0.003,nd,nd,0.042,-9999.0,nd,nd,0.032,0.03,-9999.0,0.002,0.001,0.007,0.022,0.005,nd,-9999.0,0.398,0.023,0.116,0.514,0.139,0.243,0.537,0.166,0.83,0.83,0.17,2.86,0.04,0.96,0.55,0.51,0.2,0.28,0.31,0.29,Dry filter.
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_1,1,0.32,0.046,0.063,0.007,nd,nd,0.007,0.023,0.003,0.009,-9999.0,0.084,0.007,0.004,0.313,-9999.0,0.007,nd,nd,0.046,-9999.0,nd,nd,0.035,0.028,-9999.0,0.003,0.001,0.007,0.022,0.005,nd,-9999.0,0.429,0.023,0.121,0.55,0.144,0.253,0.573,0.174,0.79,0.84,0.16,2.98,0.04,0.96,0.56,0.52,0.19,0.29,0.31,0.29,None
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_3,7,0.293,0.039,0.061,0.007,nd,nd,0.008,0.023,0.003,0.009,-9999.0,0.084,0.007,0.005,0.288,-9999.0,0.005,nd,nd,0.039,-9999.0,nd,nd,0.033,0.028,-9999.0,0.003,0.001,0.009,0.022,0.005,nd,-9999.0,0.393,0.024,0.122,0.515,0.146,0.246,0.539,0.169,0.84,0.84,0.16,2.69,0.04,0.96,0.54,0.54,0.2,0.26,0.33,0.27,None
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_5,15,0.283,0.039,0.055,0.007,nd,nd,0.006,0.019,0.003,0.008,-9999.0,0.075,0.008,0.004,0.282,-9999.0,0.002,nd,nd,0.039,-9999.0,nd,nd,0.03,0.025,-9999.0,-9999.0,0.001,0.007,0.022,0.004,nd,-9999.0,0.377,0.022,0.108,0.485,0.13,0.224,0.507,0.154,0.79,0.83,0.17,2.9,0.04,0.96,0.56,0.54,0.18,0.28,0.28,0.26,None
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_7,25,0.507,0.154,0.087,0.013,nd,nd,0.012,0.036,0.008,0.012,-9999.0,0.091,0.016,0.006,0.489,0.004,0.014,nd,nd,0.154,-9999.0,nd,nd,0.046,0.041,-9999.0,0.006,0.003,0.009,0.032,0.008,nd,-9999.0,0.748,0.039,0.155,0.903,0.194,0.435,0.942,0.323,0.86,0.8,0.2,3.86,0.04,0.96,0.54,0.33,0.17,0.5,0.56,0.54,None
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_8,30,0.844,0.375,0.162,0.02,nd,nd,0.021,0.062,0.021,0.017,-9999.0,0.127,0.044,0.006,0.769,0.012,0.063,nd,nd,0.356,0.019,nd,nd,0.083,0.079,-9999.0,0.017,0.006,0.014,0.064,-9999.0,nd,-9999.0,1.381,0.064,0.254,1.635,0.318,0.855,1.699,0.656,1.01,0.8,0.2,4.34,0.04,0.96,0.5,0.26,0.16,0.58,0.954,1.118,None
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_9,35,1.051,0.253,0.228,0.031,nd,nd,0.018,0.038,0.008,0.02,-9999.0,0.298,0.014,0.01,0.902,0.046,0.103,nd,nd,0.184,0.069,nd,nd,0.087,0.141,-9999.0,0.008,0.003,0.029,0.124,-9999.0,nd,-9999.0,1.532,0.069,0.368,1.9,0.437,0.918,1.969,0.639,0.87,0.84,0.16,3.51,0.04,0.96,0.53,0.49,0.1,0.41,1.46,1.37,None
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_10,55,0.799,0.052,0.197,0.019,nd,nd,0.01,0.021,-9999.0,0.016,-9999.0,0.251,-9999.0,-9999.0,0.626,0.02,0.153,nd,nd,0.017,0.035,nd,nd,0.071,0.126,-9999.0,-9999.0,0.001,0.016,0.087,-9999.0,nd,-9999.0,1.048,0.035,0.282,1.33,0.317,0.566,1.365,0.334,0.71,0.89,0.11,3.31,0.03,0.97,0.59,0.75,0.09,0.16,1.31,0.95,Dry filter.  Some foil may have stuck onto filter.
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_11,75,0.218,0.038,0.046,0.008,nd,nd,0.006,0.012,-9999.0,0.005,-9999.0,0.068,-9999.0,0.002,0.192,0.014,0.011,nd,nd,0.01,0.028,nd,nd,0.015,0.031,-9999.0,-9999.0,-9999.0,0.009,0.037,-9999.0,nd,-9999.0,0.302,0.015,0.086,0.388,0.101,0.185,0.403,0.126,0.85,0.85,0.15,2.99,0.04,0.96,0.54,0.54,0.14,0.32,0.46,0.46,None
93HG_154,CAR-154,154,1,4,20090210,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.402,10.296,2009,2,10,1380,2009-02-10T04:56:00,04:56,05:19,09:25,09:48,2009-02-10T09:26:00,C154_1_4_12,100,0.104,0.027,0.022,0.005,nd,nd,0.004,0.009,-9999.0,0.003,-9999.0,0.029,-9999.0,0.002,0.094,0.01,-9999.0,nd,nd,0.007,0.02,nd,nd,0.009,0.013,-9999.0,-9999.0,-9999.0,0.008,0.033,-9999.0,nd,-9999.0,0.153,0.01,0.042,0.195,0.052,0.101,0.205,0.071,0.97,0.81,0.19,2.94,0.05,0.95,0.51,0.41,0.18,0.41,0.23,0.32,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_1,1,0.73,0.151,0.138,0.031,nd,nd,0.019,0.08,0.007,0.025,0.003,0.136,0.014,0.029,0.709,-9999.0,0.021,nd,nd,0.151,-9999.0,nd,nd,0.079,0.059,0.002,0.015,0.01,0.012,0.064,-9999.0,nd,-9999.0,1.019,0.095,0.249,1.268,0.344,0.633,1.363,0.436,0.87,0.72,0.28,2.96,0.07,0.93,0.54,0.34,0.24,0.41,0.71,0.57,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_1,1,0.705,0.149,0.132,0.027,nd,nd,0.016,0.071,0.006,0.022,0.002,0.129,0.014,0.024,0.651,-9999.0,0.054,nd,nd,0.149,-9999.0,nd,nd,0.076,0.056,0.001,0.013,0.007,0.009,0.056,-9999.0,nd,-9999.0,0.986,0.081,0.23,1.216,0.311,0.592,1.297,0.409,0.84,0.74,0.26,3.17,0.06,0.94,0.54,0.35,0.23,0.42,0.71,0.57,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_3,7,0.658,0.138,0.114,0.022,nd,nd,0.012,0.058,0.005,0.019,0.002,0.108,0.011,0.023,0.63,-9999.0,0.028,nd,nd,0.138,-9999.0,nd,nd,0.069,0.045,0.001,0.01,0.005,0.011,0.07,-9999.0,nd,-9999.0,0.91,0.071,0.189,1.099,0.26,0.512,1.17,0.355,0.78,0.73,0.27,3.5,0.06,0.94,0.56,0.34,0.21,0.45,0.71,0.52,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_5,15,0.732,0.141,0.138,0.032,nd,nd,0.019,0.078,0.007,0.029,0.002,0.147,0.015,0.033,0.709,-9999.0,0.023,nd,nd,0.141,-9999.0,nd,nd,0.081,0.057,0.002,0.013,0.01,0.012,0.06,-9999.0,nd,-9999.0,1.011,0.103,0.259,1.27,0.362,0.641,1.373,0.44,0.88,0.72,0.28,2.79,0.08,0.92,0.53,0.37,0.24,0.4,0.73,0.58,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_7,25,1.05,0.169,0.249,0.029,nd,nd,0.053,0.099,0.007,0.034,-9999.0,0.318,0.065,0.008,1.009,0.01,0.032,nd,nd,0.155,0.014,nd,nd,0.13,0.119,-9999.0,0.013,0.004,0.013,0.059,-9999.0,nd,-9999.0,1.468,0.078,0.535,2.003,0.613,1.031,2.081,0.719,0.98,0.87,0.13,2.39,0.04,0.96,0.5,0.53,0.22,0.25,0.82,0.7,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_9,35,0.232,0.049,0.066,0.011,nd,nd,0.016,0.05,0.004,0.006,-9999.0,0.046,0.005,0.005,0.21,0.018,0.004,nd,nd,0.017,0.032,nd,nd,0.028,0.038,-9999.0,-9999.0,-9999.0,0.005,0.017,-9999.0,nd,-9999.0,0.347,0.026,0.117,0.464,0.143,0.258,0.49,0.175,1.11,0.82,0.18,2.43,0.05,0.95,0.47,0.29,0.4,0.31,0.21,0.29,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_10,55,0.104,0.044,0.03,0.007,nd,nd,0.008,0.031,-9999.0,0.003,-9999.0,0.015,0.003,0.002,0.091,0.014,-9999.0,nd,nd,0.013,0.031,nd,nd,0.01,0.02,-9999.0,-9999.0,-9999.0,0.004,0.008,-9999.0,nd,-9999.0,0.178,0.012,0.057,0.235,0.069,0.143,0.247,0.103,1.38,0.83,0.17,2.58,0.05,0.95,0.42,0.17,0.38,0.45,0.1,0.23,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_11,75,0.058,0.029,0.014,0.005,nd,nd,0.004,0.012,-9999.0,0.002,-9999.0,0.011,-9999.0,0.002,0.05,0.008,-9999.0,nd,nd,0.009,0.02,nd,nd,0.005,0.009,-9999.0,-9999.0,-9999.0,0.004,0.008,-9999.0,nd,-9999.0,0.101,0.009,0.027,0.128,0.036,0.079,0.137,0.058,1.36,0.75,0.25,2.81,0.07,0.93,0.42,0.19,0.28,0.53,0.07,0.17,None
93HG_155,CAR-155,155,1,4,20090303,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.3978,10.2994,2009,3,3,1380,2009-03-03T04:49:00,04:49,05:08,09:18,09:37,2009-03-03T09:19:00,C155_1_4_12,100,0.024,0.008,0.008,0.002,nd,nd,0.002,0.005,-9999.0,0.001,-9999.0,0.008,-9999.0,-9999.0,0.021,-9999.0,0.003,nd,nd,0.003,0.005,nd,nd,0.003,0.005,-9999.0,-9999.0,-9999.0,0.003,0.01,-9999.0,nd,-9999.0,0.04,0.003,0.015,0.055,0.018,0.034,0.058,0.023,1.42,0.83,0.17,2.22,0.05,0.95,0.41,0.35,0.3,0.35,0.04,0.1,None
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_1,1,0.305,0.068,0.048,0.017,nd,nd,0.008,0.051,0.008,0.008,0.001,0.017,0.015,0.03,0.302,0.004,-9999.0,nd,nd,0.068,-9999.0,nd,nd,0.025,0.023,0.001,0.006,0.003,0.005,0.015,-9999.0,nd,-9999.0,0.421,0.064,0.091,0.512,0.155,0.271,0.576,0.197,0.89,0.59,0.41,2.72,0.11,0.89,0.53,0.16,0.34,0.5,0.26,0.21,None
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_1,1,0.326,0.08,0.049,0.017,nd,nd,0.008,0.057,0.009,0.009,0.001,0.018,0.01,0.029,0.32,0.004,0.003,nd,nd,0.08,-9999.0,nd,nd,0.025,0.024,0.001,0.006,0.003,0.005,0.011,-9999.0,nd,-9999.0,0.455,0.065,0.093,0.548,0.158,0.287,0.613,0.211,0.88,0.59,0.41,2.88,0.11,0.89,0.53,0.13,0.35,0.52,0.26,0.21,None
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_3,7,0.318,0.072,0.048,0.018,nd,nd,0.008,0.059,0.009,0.01,0.001,0.02,0.013,0.029,0.313,0.003,0.001,nd,nd,0.072,-9999.0,nd,nd,0.025,0.023,-9999.0,0.007,0.003,0.004,0.02,-9999.0,nd,-9999.0,0.438,0.067,0.1,0.538,0.167,0.287,0.605,0.21,0.9,0.6,0.4,2.62,0.11,0.89,0.53,0.16,0.36,0.48,0.29,0.24,None
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_5,15,0.366,0.084,0.061,0.02,nd,nd,0.009,0.058,0.01,0.017,0.002,0.019,0.047,0.028,0.363,0.004,-9999.0,nd,nd,0.084,-9999.0,nd,nd,0.037,0.024,-9999.0,0.008,0.004,0.007,0.018,-9999.0,nd,-9999.0,0.511,0.077,0.133,0.644,0.21,0.355,0.721,0.255,0.97,0.63,0.37,2.43,0.11,0.89,0.51,0.26,0.3,0.44,0.29,0.25,None
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_7,25,0.521,0.208,0.083,0.019,nd,nd,0.012,0.086,0.017,0.013,0.001,0.029,0.018,0.012,0.512,-9999.0,0.009,nd,nd,0.208,-9999.0,nd,nd,0.044,0.039,-9999.0,0.016,0.005,0.007,0.033,-9999.0,nd,-9999.0,0.812,0.062,0.145,0.957,0.207,0.498,1.019,0.382,0.96,0.7,0.3,3.92,0.06,0.94,0.51,0.12,0.3,0.58,0.4,0.46,None
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_9,35,0.397,0.112,0.106,0.018,nd,nd,0.046,0.085,0.005,0.011,-9999.0,0.053,0.01,0.014,0.368,0.026,0.002,nd,nd,0.084,0.028,nd,nd,0.044,0.062,-9999.0,0.007,0.003,0.006,0.023,-9999.0,nd,-9999.0,0.615,0.048,0.194,0.809,0.242,0.46,0.857,0.325,1.16,0.8,0.2,2.54,0.06,0.94,0.46,0.19,0.42,0.39,0.33,0.38,None
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_10,55,0.401,0.106,0.12,0.021,nd,nd,0.037,0.091,0.006,0.01,-9999.0,0.086,0.008,0.008,0.334,0.034,0.032,nd,nd,0.042,0.064,nd,nd,0.047,0.073,-9999.0,0.003,0.001,0.009,0.038,-9999.0,nd,-9999.0,0.627,0.045,0.222,0.849,0.267,0.493,0.894,0.342,1.23,0.83,0.17,2.35,0.05,0.95,0.45,0.27,0.39,0.33,0.4,0.5,Filter very dry
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_11,75,0.206,0.056,0.081,0.012,nd,nd,0.022,0.045,-9999.0,0.006,-9999.0,0.075,-9999.0,0.004,0.187,0.017,0.002,nd,nd,0.012,0.044,nd,nd,0.022,0.059,-9999.0,-9999.0,0.001,0.005,0.013,-9999.0,nd,-9999.0,0.343,0.022,0.142,0.485,0.164,0.301,0.507,0.202,1.46,0.87,0.13,2.09,0.04,0.96,0.41,0.37,0.33,0.3,0.17,0.26,somewhat dry filter
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_11,75,0.21,0.054,0.081,0.012,nd,nd,0.022,0.044,-9999.0,0.006,-9999.0,0.074,-9999.0,0.004,0.19,0.018,0.002,nd,nd,0.012,0.042,nd,nd,0.022,0.059,-9999.0,-9999.0,-9999.0,0.005,0.01,-9999.0,nd,-9999.0,0.345,0.022,0.14,0.485,0.162,0.297,0.507,0.198,1.41,0.86,0.14,2.13,0.04,0.96,0.41,0.37,0.33,0.29,0.17,0.26,somewhat dry filter
93HG_156,CAR-156,156,1,4,20090407,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4031,10.2975,2009,4,7,1380,2009-04-07T04:54:00,04:54,05:35,09:23,10:04,2009-04-07T09:24:00,C156_1_4_12,100,0.027,0.003,0.01,0.001,nd,nd,0.003,0.003,-9999.0,0.001,-9999.0,0.013,-9999.0,-9999.0,0.027,-9999.0,-9999.0,nd,nd,0.003,-9999.0,nd,nd,0.003,0.007,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.001,nd,-9999.0,0.04,0.002,0.019,0.059,0.021,0.034,0.061,0.022,1.26,0.9,0.1,1.9,0.03,0.97,0.44,0.59,0.27,0.14,0.03,0.05,somewhat dry filter
93HG_157,CAR-157,157,1,4,20090508,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4009,10.3,2009,5,8,1380,2009-05-08T04:30:00,04:30,05:09,08:59,09:38,2009-05-08T09:00:00,C157_1_4_1,1,0.834,0.217,0.147,0.035,nd,nd,0.019,0.104,0.023,0.019,0.003,0.128,0.023,0.035,0.829,-9999.0,0.005,nd,nd,0.217,-9999.0,nd,nd,0.077,0.07,0.003,0.021,0.008,0.011,0.04,0.05,nd,-9999.0,1.198,0.115,0.274,1.472,0.389,0.753,1.587,0.549,0.9,0.7,0.3,3.08,0.07,0.93,0.53,0.28,0.27,0.46,0.69,0.51,somewhat dry filter
93HG_157,CAR-157,157,1,4,20090508,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4009,10.3,2009,5,8,1380,2009-05-08T04:30:00,04:30,05:09,08:59,09:38,2009-05-08T09:00:00,C157_1_4_1,1,0.882,0.211,0.153,0.04,nd,nd,0.02,0.11,0.024,0.019,0.004,0.133,0.025,0.042,0.879,-9999.0,0.003,nd,nd,0.211,-9999.0,nd,nd,0.081,0.072,0.003,0.019,0.009,0.011,0.035,0.049,nd,-9999.0,1.246,0.129,0.288,1.534,0.417,0.781,1.663,0.565,0.89,0.69,0.31,2.99,0.08,0.92,0.53,0.28,0.27,0.45,0.69,0.51,somewhat dry filter
93HG_157,CAR-157,157,1,4,20090508,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4009,10.3,2009,5,8,1380,2009-05-08T04:30:00,04:30,05:09,08:59,09:38,2009-05-08T09:00:00,C157_1_4_3,7,0.877,0.212,0.153,0.039,nd,nd,0.02,0.111,0.024,0.021,0.004,0.133,0.024,0.041,0.87,-9999.0,0.007,nd,nd,0.212,-9999.0,nd,nd,0.082,0.071,0.003,0.021,0.009,0.011,0.032,-9999.0,nd,-9999.0,1.242,0.129,0.288,1.53,0.417,0.782,1.659,0.565,0.89,0.69,0.31,2.98,0.08,0.92,0.53,0.28,0.27,0.45,0.67,0.53,somewhat dry filter
